loop,f1_score_13,SFS,num selected features,feature idx,n_neighbors
1,0.993103448275862,SFS,4,"(2, 5, 6, 7)",5
2,0.9673118279569893,SFS,6,"(0, 1, 2, 5, 6, 7)",6
3,0.9535187245087133,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",5
4,0.9862068965517242,SFS,5,"(1, 3, 5, 6, 7)",2
5,0.9728735632183909,SBS,4,"(0, 2, 3, 6)",5
6,0.9862068965517242,SBS,7,"(0, 1, 2, 3, 5, 6, 7)",2
7,0.9797701149425286,SFS,2,"(6, 7)",5
8,0.9797701149425286,SFS,3,"(1, 6, 7)",7
9,0.6264801864801864,SFS,1,"(6,)",3
10,0.9604152762328514,SFS,6,"(0, 1, 2, 5, 6, 7)",7
11,0.9866666666666667,SFS,3,"(5, 6, 7)",4
12,0.9797701149425286,SFS,4,"(1, 2, 6, 7)",6
13,0.9466221727845754,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
14,0.9724137931034484,SBS,6,"(0, 1, 2, 3, 5, 6)",5
15,0.9797701149425286,SFS,3,"(1, 6, 7)",7
16,0.9793103448275863,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",3
17,0.9733333333333334,SFS,3,"(1, 6, 7)",8
18,0.9866666666666667,SBS,6,"(0, 1, 2, 5, 6, 7)",4
19,0.9733333333333334,SBS,3,"(5, 6, 7)",7
20,0.9659770114942529,SBS,4,"(2, 3, 5, 6)",9
