loop,f1_score_4,SFS,num selected features,feature idx,n_neighbors
1,0.8297351897351897,SFS,6,"(0, 2, 3, 4, 5, 7)",9
2,0.8933030188202601,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",1
3,0.8527228327228327,SFS,2,"(0, 4)",3
4,0.8652605459057072,SFS,2,"(0, 4)",1
5,0.7996611274030629,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",9
6,0.8319321803192772,SFS,4,"(0, 2, 3, 4)",7
7,0.7087751599313465,SFS,1,"(0,)",7
8,0.8467942230655703,SFS,5,"(0, 4, 5, 6, 7)",6
9,0.8867463522635937,SFS,5,"(0, 2, 4, 5, 7)",2
10,0.861184792219275,SFS,6,"(0, 2, 4, 5, 6, 7)",3
11,0.7996611274030629,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",9
12,0.8485103843026044,SFS,6,"(0, 2, 3, 4, 5, 7)",5
13,0.8653652230122818,SFS,3,"(0, 2, 4)",7
14,0.8934209085933225,SFS,3,"(0, 4, 5)",4
15,0.8742705570291778,SFS,3,"(0, 4, 6)",8
16,0.8681697918321944,SFS,6,"(0, 2, 3, 4, 5, 7)",4
17,0.8761507936507937,SFS,5,"(0, 2, 4, 5, 7)",4
18,0.8909778956675508,SFS,3,"(0, 4, 6)",3
19,0.8653652230122818,SFS,3,"(0, 2, 4)",7
20,0.8967159277504105,SFS,6,"(0, 1, 2, 4, 6, 7)",1
