loop,precision_3,SFS,num selected features,feature idx,n_neighbors
1,0.4812787315883291,SFS,6,"(1, 2, 3, 5, 6, 7)",6
2,0.5174853801169591,SFS,2,"(5, 6)",5
3,0.36046089204912735,SFS,1,"(2,)",9
4,0.5411764705882354,SFS,2,"(2, 5)",8
5,0.29340909090909095,SFS,1,"(6,)",1
6,0.4952813852813853,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",7
7,0.35804761904761906,SFS,1,"(2,)",8
8,0.6062558356676003,SFS,3,"(1, 5, 6)",3
9,0.4707289055973266,SFS,4,"(1, 3, 5, 6)",3
10,0.34834797555385794,SFS,1,"(6,)",6
11,0.907563025210084,SFS,2,"(1, 5)",3
12,0.43122807017543857,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
13,0.48381642512077294,SFS,5,"(1, 2, 5, 6, 7)",2
14,0.48,SFS,4,"(1, 2, 5, 7)",7
15,0.48783068783068784,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",2
16,0.3395499108734403,SFS,1,"(5,)",3
17,0.591395173453997,SFS,4,"(1, 5, 6, 7)",1
18,0.5195784710645391,SFS,3,"(2, 5, 6)",5
19,0.3704761904761905,SFS,1,"(2,)",7
20,0.5908333333333333,SFS,2,"(2, 5)",7
