0,1,2,3,4,5,6
549918.5111473324,2.2724679114891986,232.70306973796073,29.00228351807842,268.40464418282113,190.93442426364322,238.62813447819173
571917.3789577526,2.2732365852628007,237.52578592857085,27.807173800837774,319.42299263020476,212.97114255794372,230.00000000559837
578764.5645123371,2.2813457169583002,239.25841200598938,25.136999335759324,267.837951482342,191.0777791263366,245.29730702448865
741561.4347930728,2.2914405702948324,271.52364573041734,20.761822862409495,281.9045571616221,230.00000000559837,281.9045571616221
675172.9932547099,2.2713008746663634,257.8049348728189,32.46405521022586,295.39644814235635,226.63836478835645,244.95504850266894
502520.46647780703,2.3009364289017364,224.07672803674208,6.454967089661818,230.00000000559837,210.8973142216544,224.98374576752104
152135.20548487903,1.1307899956451872,74.5101705045553,98.29422688983314,230.00000000559837,10.221593138008457,10.221593138008457
578559.4157366089,2.29796095425615,240.25738077079305,11.503588953846451,265.2439702470821,230.00000000559837,238.41622968190626
571835.0385514365,2.2990600133220367,238.92187260655754,9.99212916847709,260.5694152053705,230.00000000559837,237.33116385682584
594239.0728573236,2.282495907506322,242.50789520948538,24.775553410521756,270.3388769935121,193.67296860165186,248.52927385016216
225658.0555891723,1.9050487178755717,135.39194798774014,65.07554055866373,242.26655919834278,88.09171893486192,94.70690435450572
502888.40338249167,2.3025850929940455,224.25173430377112,2.842170943040401e-14,224.25173430377114,224.25173430377114,224.25173430377114
828984.2606491981,2.284363157448882,286.5301246248844,28.265062309643042,300.662655779706,230.00000000559837,300.662655779706
608029.1003085519,2.207937711915545,241.22705332166484,51.111826191223756,382.7644024113895,172.35238808406464,230.00000000559837
321080.73168916104,2.2640341103633532,177.54890665441357,24.17558509609312,225.90007684659983,165.46111410636703,165.46111410636703
119290.62278519665,0.9397705437851241,68.49852995870056,85.07063930650027,242.74666362892643,23.85549810482115,26.619229660359714
566136.0322067386,2.3025850929940455,237.93613265049484,2.842170943040401e-14,237.9361326504948,237.9361326504948,237.9361326504948
105803.79473595305,0.693599878025463,46.550979550836395,91.72451022738099,230.00000000559837,0.6887244371459033,0.6887244371459033
122021.5002416538,0.7100479482590736,53.95475826663321,96.39001029440008,254.3680009884815,4.822180464597412,6.25824020115688
107739.45771271193,0.8082577729826863,58.456187885256455,85.77190606017096,230.00000000559837,15.57023485517097,15.57023485517097
200734.68805146145,2.0404574403701288,133.1480065400238,48.42599673278728,230.00000000559837,108.93500817363014,108.93500817363014
322460.05837635905,2.2618008007667316,177.83662229185728,24.902642619995312,227.6419075318479,165.38530098185961,165.38530098185961
515574.7297671185,2.302585092994046,227.0627071465322,0.0,227.0627071465322,227.0627071465322,227.0627071465322
512415.9171107395,2.2801896846916065,225.05492145643893,24.328461507256325,250.2201961763304,186.22804757586144,235.8768323725692
210728.95943230885,1.9437448313717185,132.99613354604725,58.1801031713837,254.84138910340326,87.05472338610423,112.95692598639428
198698.35267519671,2.053762738610169,132.9001232305605,46.98289596035463,226.86591515126975,109.40867525038317,109.40867525038317
511832.8148165356,2.267606590066454,224.23635556680392,30.022297110171877,266.31035706035937,182.1450690828541,225.13845517496662
567502.0270480979,2.2679511614389227,236.27074390151242,30.43580590416019,318.7644841579887,192.43512080667392,230.00000000559837
558938.1465841571,2.3007948760594235,236.31360205274308,7.049549153916788,251.4971860452037,230.00000000559837,235.20485430957862
533861.6192655581,2.3022147954350323,231.03331656653017,3.125470016696923,240.4094739241133,229.92311176243598,230.00000000559837
571321.9415089391,2.2991386327471375,238.81929491730244,9.876159481116611,260.2111196800239,230.00000000559837,237.24772868592524
556077.616723065,2.276339471464814,234.23134170653879,27.266100466717802,266.558349097052,193.06221273855198,240.48474881326405
571845.24357911,2.299058441938268,238.92391180330642,9.994434777258263,260.57653908800586,230.00000000559837,237.33282236743247
566204.2034172531,2.2957364729323775,237.55712183594892,13.676044996468564,275.28275553360317,230.00000000559837,230.00000000559837
133998.96302264405,0.8307723231664442,66.7229461819549,94.59357671144672,266.969943280041,16.080418291363674,20.076358852407374
935646.5948807386,2.2541189678884206,302.2101082812833,47.26214066976725,377.3271005910122,241.6916636296841,282.7572494480408
124011.49961262011,1.313940886464298,84.1696210183314,72.91518949363349,230.00000000559837,47.71202627151464,47.71202627151464
500614.5020070004,2.3006811695348355,223.63697565244155,6.924833696868869,230.00000000559837,209.54595398540104,224.60297531667706
579583.5973877531,2.2946465376366536,240.2592544924693,15.292166932720114,257.10466404531087,209.46679885591692,243.92218522870502
552863.7522777874,2.291632837875328,234.5192459040215,16.943982069981075,284.2960575174312,218.97693837995038,230.00000000559837
551455.6005212908,2.3004895742056215,234.70931281356224,7.556356973731482,250.69995404973432,230.00000000559837,230.00000000559837
528484.7721647547,2.2917863564506487,229.26307236516436,16.938738623666598,251.05761478586953,205.4876688271413,232.1355134745088
539291.4197556482,2.3009860277027356,232.13582219748545,6.4886075749920025,251.60040696690015,229.75493352563404,230.00000000559837
417605.1465754666,2.294209715854624,203.93799962636913,13.031000189614623,230.00000000559837,197.4224995315618,197.4224995315618
601663.5060226874,2.2965492982296922,244.91360419047965,13.552751923422441,260.84932752581767,218.53029932106787,247.6100159462385
1209899.3302431747,2.2497893929732995,342.9587948952163,58.04479329223639,403.5160171856242,236.97318581962094,357.74481756861474
621481.7265013871,2.2970089908821856,248.94424920088994,13.22624058241425,264.56537335892443,224.8613463299025,251.77803238917022
531432.9514410461,2.2816604800224387,229.3046169314261,23.721041251103422,258.56506148579115,195.170684415579,234.1195015267602
111171.97185147481,0.9536770639018968,66.73059931001437,81.634700347792,230.00000000559837,25.91324913611838,25.91324913611838
502169.9913019176,2.3025850929940455,224.0914972286806,0.0,224.0914972286806,224.0914972286806,224.0914972286806
