loop,f1_score_5,SFS,num selected features,feature idx,n_neighbors
1,0.9526436781609195,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",9
2,0.9452545155993433,SFS,6,"(0, 1, 2, 3, 4, 5)",3
3,0.9526436781609195,SBS,6,"(0, 1, 2, 3, 4, 5)",8
4,0.905136625826281,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
5,0.9526436781609195,SBS,6,"(0, 1, 2, 3, 4, 5)",9
6,0.9526436781609195,SFS,6,"(0, 1, 2, 3, 4, 5)",6
7,0.9526436781609195,SFS,3,"(0, 1, 3)",9
8,0.9526436781609195,SFS,2,"(2, 3)",7
9,0.9526436781609195,SFS,6,"(0, 1, 2, 3, 4, 5)",6
10,0.9526436781609195,SFS,3,"(0, 1, 3)",5
11,0.9526436781609195,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",7
12,0.5877537090273464,SBS,1,"(3,)",3
13,0.9526436781609195,SBS,4,"(0, 1, 2, 3)",5
14,0.9526436781609195,SFS,2,"(0, 3)",6
15,0.9526436781609195,SBS,4,"(0, 1, 2, 3)",6
16,0.9443021346469622,SBS,5,"(0, 1, 2, 3, 4)",1
17,0.9526436781609195,SBS,4,"(0, 1, 2, 3)",8
18,0.9526436781609195,SBS,5,"(0, 1, 2, 3, 4)",8
19,0.9452545155993433,SFS,4,"(0, 1, 2, 3)",3
20,0.9452545155993433,SFS,3,"(0, 1, 3)",4
