loop,precision_2,SFS,num selected features,feature idx,n_neighbors
1,0.549587732528909,SFS,6,"(0, 2, 3, 4, 5, 7)",6
2,0.6113190215357397,SFS,4,"(0, 3, 4, 5)",5
3,0.5264743589743589,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",5
4,0.5991633728590251,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",2
5,0.6046969696969696,SFS,6,"(0, 2, 3, 4, 6, 7)",2
6,0.6636507936507937,SFS,3,"(0, 2, 4)",4
7,0.5598650472334683,SFS,6,"(0, 2, 3, 4, 5, 7)",4
8,0.5598650472334683,SFS,6,"(0, 2, 3, 4, 5, 7)",4
9,0.34248994469582705,SFS,1,"(0,)",8
10,0.8708058608058609,SFS,2,"(0, 4)",1
11,0.5677896097710338,SFS,5,"(0, 3, 4, 5, 7)",5
12,0.34248994469582705,SFS,1,"(0,)",8
13,0.7446895424836601,SFS,4,"(0, 2, 4, 6)",1
14,0.7265546218487395,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",1
15,0.5991633728590251,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",2
16,0.5117673992673992,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",8
17,0.3098830409356725,SFS,1,"(0,)",6
18,0.6323917748917748,SFS,5,"(0, 2, 4, 6, 7)",2
19,0.6113190215357397,SFS,4,"(0, 3, 4, 5)",5
20,0.6129497953027364,SFS,4,"(0, 2, 3, 4)",4
