loop,recall_9,SFS,num selected features,feature idx,n_neighbors
1,0.9714285714285715,SFS,2,"(1, 6)",2
2,0.9714285714285715,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",1
3,0.9571428571428571,SFS,2,"(4, 6)",7
4,0.9714285714285715,SFS,2,"(4, 6)",8
5,0.9714285714285715,SFS,2,"(1, 6)",2
6,0.9714285714285715,SFS,3,"(4, 5, 6)",1
7,1.0,SFS,4,"(0, 2, 4, 6)",6
8,1.0,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",4
9,0.9857142857142858,SFS,6,"(0, 1, 2, 4, 5, 6)",3
10,1.0,SFS,4,"(0, 2, 4, 6)",8
11,0.9571428571428571,SFS,2,"(4, 6)",6
12,1.0,SFS,5,"(0, 1, 2, 4, 6)",9
13,1.0,SFS,6,"(0, 1, 2, 4, 5, 6)",8
14,0.9714285714285715,SFS,6,"(0, 1, 2, 4, 5, 6)",5
15,0.9428571428571428,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",5
16,0.9714285714285715,SFS,4,"(0, 4, 5, 6)",5
17,0.6571428571428571,SFS,1,"(6,)",2
18,0.6714285714285715,SFS,1,"(6,)",8
19,0.9428571428571428,SFS,6,"(0, 1, 2, 3, 4, 6)",7
20,0.5857142857142857,SFS,1,"(6,)",3
