loop,precision_4,SFS,num selected features,feature idx,n_neighbors
1,0.7533484162895928,SFS,6,"(0, 2, 4, 5, 6, 7)",2
2,0.6669871794871794,SFS,1,"(0,)",1
3,0.8234604611075198,SFS,2,"(0, 4)",3
4,0.7638095238095237,SFS,4,"(0, 2, 4, 6)",8
5,0.7994505494505495,SFS,2,"(0, 4)",7
6,0.8257264957264958,SFS,3,"(0, 4, 6)",9
7,0.6642825311942959,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",4
8,0.7120169082125604,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",2
9,0.917948717948718,SFS,2,"(0, 4)",1
10,0.822934712346477,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",1
11,0.6224561403508772,SFS,1,"(0,)",2
12,0.8800000000000001,SFS,2,"(0, 4)",9
13,0.8347619047619048,SFS,4,"(0, 2, 4, 6)",2
14,0.7253679653679653,SFS,5,"(0, 1, 2, 4, 6)",9
15,0.920448717948718,SFS,4,"(0, 4, 5, 7)",1
16,0.6329761904761905,SFS,1,"(0,)",8
17,0.923846153846154,SFS,2,"(0, 4)",2
18,0.7638095238095237,SFS,4,"(0, 2, 4, 6)",8
19,0.9380392156862746,SFS,3,"(0, 4, 5)",1
20,0.8102255639097745,SFS,4,"(0, 4, 6, 7)",3
