loop,recall_10,SFS,num selected features,feature idx,n_neighbors
1,0.5571428571428572,SBS,4,"(0, 4, 6, 7)",5
2,0.6714285714285715,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",1
3,0.6285714285714286,SFS,1,"(6,)",5
4,0.3571428571428571,SFS,1,"(6,)",1
5,0.6285714285714286,SFS,1,"(6,)",5
6,0.7142857142857142,SBS,2,"(3, 6)",4
7,0.7285714285714284,SBS,3,"(1, 2, 6)",9
8,0.7,SBS,4,"(0, 1, 2, 6)",7
9,0.6428571428571429,SBS,6,"(0, 1, 2, 3, 6, 7)",6
10,0.7428571428571429,SBS,1,"(6,)",4
11,0.7857142857142858,SFS,3,"(1, 3, 6)",2
12,0.6571428571428571,SBS,5,"(0, 1, 2, 3, 6)",8
13,0.6142857142857142,SBS,2,"(4, 6)",1
14,0.6285714285714287,SBS,5,"(0, 1, 2, 3, 6)",9
15,0.6571428571428571,SFS,5,"(0, 1, 2, 4, 6)",5
16,0.5428571428571428,SBS,1,"(6,)",3
17,0.6285714285714286,SFS,1,"(6,)",5
18,0.6571428571428571,SBS,4,"(0, 2, 6, 7)",3
19,0.6285714285714286,SFS,6,"(1, 2, 3, 4, 5, 6)",1
20,0.6142857142857142,SBS,6,"(0, 1, 2, 3, 6, 7)",3
