loop,precision_8,SFS,num selected features,feature idx,n_neighbors
1,0.9227106227106228,SFS,6,"(0, 2, 3, 4, 5, 7)",4
2,0.9866666666666667,SBS,2,"(4, 5)",6
3,0.885897435897436,SBS,7,"(0, 1, 2, 3, 4, 5, 7)",3
4,0.9723809523809525,SBS,3,"(4, 5, 7)",5
5,0.9130952380952382,SFS,6,"(0, 1, 3, 4, 5, 7)",8
6,0.8714285714285713,SBS,4,"(1, 3, 4, 5)",7
7,0.6147288676236045,SFS,1,"(0,)",2
8,0.9532467532467532,SFS,4,"(0, 3, 4, 7)",4
9,0.9405128205128206,SFS,3,"(0, 4, 5)",6
10,0.7993181818181818,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",9
11,0.7329292929292929,SFS,1,"(0,)",8
12,0.9405128205128206,SFS,3,"(0, 4, 5)",6
13,0.870656794186206,SFS,6,"(0, 2, 3, 4, 5, 6)",3
14,0.9227106227106228,SBS,6,"(0, 2, 3, 4, 5, 7)",4
15,0.9538461538461538,SBS,3,"(3, 4, 5)",9
16,0.8714335664335664,SBS,2,"(2, 4)",2
17,0.9723809523809525,SBS,3,"(4, 5, 7)",8
18,0.9369696969696971,SBS,5,"(0, 1, 2, 4, 5)",2
19,0.877564935064935,SBS,5,"(1, 2, 3, 4, 5)",7
20,0.8654456654456654,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",8
