0,3,6
313195.4142630951,97.46067951984966,225.72452966084066
131158.57867044257,95.92085823204329,15.34787676077545
635828.9506578298,14.20284367622282,254.77365596424812
581457.7327017287,36.57304753931501,230.00000000559837
310956.7782139567,54.3526185144945,148.50350805532642
560741.5096026303,20.688200286949886,230.00000000559837
252959.7054819521,37.74878702468434,135.62803244388752
513372.3633412204,3.7901626581216536,227.096864293889
538206.9063934858,9.189451417142758,230.00000000559837
114355.78505421561,91.35854670693716,10.136787257748326
1491600.5801318882,80.27055594475394,377.5119070622885
567502.0270480979,30.43580590416019,230.00000000559837
534004.262747355,2.5057726201921358,230.00000000559837
126596.53611761818,69.37542037163001,53.89391691609277
545394.5962984824,0.0,233.53684854824996
104393.51906471903,82.06006097435143,19.84277378006363
550073.5017329771,2.842170943040401e-14,234.53645808977697
779400.1137354653,63.825485221592416,230.00000000559837
1049808.5523748198,66.51133561248236,371.14304591042054
558850.0984727271,28.646687474541967,241.63492033908653
287505.16268162034,29.41651936452067,152.2803167433108
1654667.776690067,81.86629032311924,437.5079470748306
571970.1282523099,10.022646900183345,237.3531155381345
529131.2995250744,1.252158675794345,230.00000000559837
380814.77511063416,38.739008959619724,191.26099104597864
577553.5334494816,11.278481149975185,238.2548923573922
106827.21780291646,87.46741178408851,11.331470545377067
262303.6346059728,95.08525753209713,170.24450438116446
567158.931219728,23.741792819713204,242.75100788535386
565048.7745023622,29.94935214753011,230.00000000559837
553283.7891676212,21.89251133689094,230.00000000559837
652760.3111236313,28.325852337063978,251.64786163476398
567070.4172288505,8.911733651739016,236.55277738561733
105832.29024678362,83.2189647067955,18.87053862714992
255069.29909598024,109.14843861656999,116.59137299630225
541735.1229281133,3.035202500118689,232.26490725142233
578926.0440813969,19.3465037629299,244.4572531828359
784426.3155412949,64.59778394985996,227.02888949002175
514091.3735437508,2.842170943040401e-14,226.73583165078932
589988.3242346745,12.571220149278673,242.57122015487704
637315.9459355614,11.103437955028689,257.7585948931701
513801.8950367968,2.842170943040401e-14,226.6719865878439
500144.8301852973,0.0,223.63918041910665
550844.3671316677,5.173460304556009,233.8374389686319
509911.66508841614,4.637644152828991,226.43255455152934
146367.50216477923,76.31987973527042,56.428106895729925
490626.9963698417,9.390232025250947,222.55284252029878
568569.5907431995,23.25310311078839,242.97045938601178
