loop,precision_12,SFS,num selected features,feature idx,n_neighbors
1,0.9866666666666667,SFS,6,"(0, 1, 2, 3, 4, 6)",1
2,0.9733333333333334,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
3,1.0,SFS,3,"(0, 3, 6)",3
4,0.9366666666666668,SFS,5,"(0, 1, 2, 3, 6)",9
5,1.0,SFS,5,"(0, 1, 2, 3, 6)",1
6,0.9366666666666668,SFS,2,"(0, 3)",8
7,0.9366666666666668,SFS,2,"(0, 3)",8
8,0.9600000000000002,SFS,4,"(0, 1, 6, 7)",4
9,1.0,SFS,3,"(0, 1, 3)",2
10,0.9600000000000002,SFS,4,"(0, 1, 6, 7)",4
11,0.9483333333333335,SFS,4,"(0, 1, 6, 7)",6
12,0.6624136097820308,SFS,1,"(0,)",5
13,1.0,SFS,3,"(0, 3, 6)",3
14,0.706031746031746,SFS,1,"(0,)",7
15,1.0,SFS,5,"(0, 1, 2, 3, 6)",1
16,0.9483333333333335,SFS,6,"(0, 1, 2, 3, 6, 7)",6
17,0.9483333333333335,SFS,2,"(0, 7)",7
18,0.9366666666666668,SFS,5,"(0, 1, 2, 3, 6)",9
19,0.6624136097820308,SFS,1,"(0,)",5
20,0.6717460317460318,SFS,1,"(0,)",8
