loop,recall_16,SFS,num selected features,feature idx,n_neighbors
1,0.6714285714285715,SFS,5,"(0, 1, 2, 4, 5)",6
2,0.9,SFS,2,"(4, 6)",1
3,0.7142857142857142,SFS,3,"(1, 4, 6)",4
4,0.6857142857142857,SFS,4,"(1, 2, 4, 6)",4
5,0.6428571428571428,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",7
6,0.8571428571428571,SFS,2,"(1, 5)",3
7,0.7285714285714285,SFS,6,"(1, 2, 3, 4, 6, 7)",4
8,0.8714285714285713,SFS,6,"(1, 2, 3, 4, 5, 6)",1
9,0.7142857142857143,SFS,5,"(1, 2, 4, 5, 6)",2
10,0.8571428571428571,SFS,2,"(1, 5)",5
11,0.5714285714285714,SFS,1,"(5,)",5
12,0.8428571428571429,SFS,2,"(1, 5)",6
13,0.6857142857142857,SFS,4,"(1, 2, 5, 6)",2
14,0.6428571428571429,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",8
15,0.6857142857142857,SFS,6,"(0, 1, 2, 3, 4, 5)",6
16,0.7142857142857143,SFS,5,"(1, 2, 4, 5, 6)",2
17,0.8428571428571429,SFS,2,"(1, 5)",2
18,0.6857142857142857,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",6
19,0.8571428571428571,SFS,2,"(1, 5)",3
20,0.6428571428571429,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",8
