loop,f1_score_7,SFS,num selected features,feature idx,n_neighbors
1,0.4603445130581562,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",4
2,0.5025622119815668,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",3
3,0.33397745571658616,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",6
4,0.601045094335949,SFS,2,"(2, 5)",5
5,0.40867202972466127,SFS,6,"(1, 2, 3, 5, 6, 7)",2
6,0.6855918275273114,SFS,2,"(2, 5)",3
7,0.3783255722566067,SFS,1,"(2,)",3
8,0.5850480046269521,SFS,3,"(1, 2, 5)",4
9,0.5170375881577927,SFS,2,"(2, 5)",8
10,0.5025622119815668,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",3
11,0.392859738961688,SFS,5,"(0, 1, 2, 3, 5)",4
12,0.40440750213128734,SFS,6,"(1, 2, 4, 5, 6, 7)",7
13,0.49018025549437266,SFS,5,"(1, 2, 3, 5, 7)",6
14,0.4829859795377037,SFS,5,"(1, 2, 3, 5, 7)",8
15,0.4044968890130181,SFS,1,"(2,)",1
16,0.4044968890130181,SFS,1,"(2,)",1
17,0.4044968890130181,SFS,1,"(2,)",1
18,0.5241781886834361,SFS,2,"(2, 5)",9
19,0.3783255722566067,SFS,1,"(2,)",3
20,0.43423280423280425,SFS,5,"(1, 2, 5, 6, 7)",5
