loop,f1_score_1,SFS,num selected features,feature idx,n_neighbors
1,0.9269434269434271,SFS,3,"(0, 4, 5)",7
2,0.9269434269434271,SFS,5,"(1, 3, 4, 6, 7)",5
3,0.9342960998133412,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
4,0.9269434269434271,SFS,5,"(1, 3, 4, 6, 7)",5
5,0.9332926332926335,SFS,3,"(1, 3, 5)",6
6,0.8911140302864441,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",1
7,0.9342960998133412,SFS,6,"(0, 1, 2, 3, 5, 7)",4
8,0.9342960998133412,SFS,6,"(0, 1, 2, 3, 6, 7)",3
9,0.9183280423280424,SFS,4,"(0, 1, 4, 7)",9
10,0.8911140302864441,SFS,6,"(0, 1, 2, 3, 4, 7)",1
11,0.9183280423280424,SFS,6,"(0, 1, 2, 3, 4, 7)",9
12,0.9183280423280424,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",5
13,0.9269434269434271,SFS,6,"(1, 2, 3, 4, 6, 7)",5
14,0.8831855500821018,SFS,2,"(0, 7)",2
15,0.889096880131363,SFS,5,"(0, 1, 2, 4, 7)",2
16,0.9342960998133412,SFS,2,"(0, 3)",4
17,0.8995796387520526,SFS,3,"(1, 3, 4)",1
18,0.9332926332926335,SFS,2,"(3, 5)",6
19,0.6604651162790698,SFS,1,"(7,)",2
20,0.4432779406972956,SFS,1,"(6,)",3
