loop,recall_3,SFS,num selected features,feature idx,n_neighbors
1,0.9285714285714286,SFS,2,"(2, 5)",2
2,0.6,SFS,6,"(1, 2, 3, 4, 5, 6)",5
3,0.9,SFS,2,"(2, 5)",6
4,0.9,SFS,2,"(1, 5)",4
5,0.5857142857142857,SFS,6,"(0, 1, 4, 5, 6, 7)",3
6,0.6285714285714284,SFS,4,"(0, 2, 5, 6)",8
7,0.7142857142857143,SFS,4,"(1, 2, 5, 6)",5
8,0.5714285714285714,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",9
9,0.8428571428571429,SFS,3,"(1, 5, 6)",4
10,0.7571428571428571,SFS,2,"(0, 5)",1
11,0.41428571428571426,SFS,1,"(2,)",9
12,0.45714285714285713,SFS,1,"(4,)",3
13,0.6142857142857142,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",1
14,0.5714285714285714,SFS,6,"(0, 1, 2, 4, 5, 6)",9
15,0.8428571428571429,SFS,6,"(1, 2, 3, 5, 6, 7)",2
16,0.37142857142857144,SFS,1,"(0,)",8
17,0.7714285714285715,SFS,3,"(2, 5, 6)",6
18,0.5714285714285714,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",3
19,0.6142857142857143,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",5
20,0.8428571428571429,SFS,5,"(1, 2, 3, 5, 6)",2
