loop,precision_1,SFS,num selected features,feature idx,n_neighbors
1,0.9690476190476192,SFS,2,"(0, 7)",5
2,0.8865800865800866,SFS,3,"(2, 3, 7)",1
3,0.9566666666666667,SFS,2,"(0, 3)",3
4,0.5024340770791075,SFS,1,"(1,)",2
5,0.9857142857142858,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",5
6,0.9818181818181818,SFS,6,"(0, 1, 2, 3, 4, 6)",7
7,0.5667832167832167,SFS,1,"(2,)",9
8,0.9818181818181818,SFS,5,"(0, 2, 4, 5, 6)",6
9,0.9664335664335665,SFS,3,"(0, 2, 4)",7
10,0.9818181818181818,SFS,5,"(0, 2, 3, 4, 6)",7
11,0.9818181818181818,SFS,6,"(0, 1, 2, 3, 5, 6)",9
12,0.8854811854811855,SFS,5,"(0, 1, 2, 3, 7)",1
13,0.406090461262875,SFS,1,"(3,)",3
14,0.9280952380952382,SFS,5,"(1, 2, 3, 4, 7)",4
15,0.406090461262875,SFS,1,"(3,)",3
16,0.9818181818181818,SFS,6,"(0, 1, 2, 4, 5, 6)",6
17,0.406090461262875,SFS,1,"(3,)",3
18,0.9547619047619047,SFS,2,"(4, 6)",6
19,0.9857142857142858,SFS,6,"(0, 1, 2, 5, 6, 7)",5
20,0.9664335664335665,SFS,3,"(0, 2, 4)",7
