loop,f1_score_1,SFS,num selected features,feature idx,n_neighbors
1,0.7894430849091584,SFS,2,"(1, 6)",3
2,0.9336172231344644,SFS,6,"(0, 1, 3, 5, 6, 7)",4
3,0.5844795515118096,SFS,1,"(4,)",6
4,0.5913142174432497,SFS,1,"(4,)",7
5,0.9475376475376477,SFS,3,"(2, 3, 7)",5
6,0.5595658914728683,SFS,1,"(1,)",2
7,0.5323076923076924,SFS,1,"(1,)",3
8,0.9401302401302403,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",8
9,0.9544159544159545,SFS,5,"(1, 2, 3, 4, 7)",5
10,0.9406593406593406,SFS,5,"(1, 2, 3, 4, 7)",7
11,0.5892806267806268,SFS,1,"(4,)",8
12,0.9400211640211641,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
13,0.9537777777777776,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",6
14,0.9400211640211641,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
15,0.9336172231344644,SFS,6,"(0, 1, 3, 5, 6, 7)",4
16,0.8836393713813069,SFS,4,"(1, 3, 6, 7)",2
17,0.9400211640211641,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
18,0.8836393713813069,SFS,4,"(1, 3, 6, 7)",2
19,0.8836393713813069,SFS,4,"(1, 3, 6, 7)",2
20,0.5913142174432497,SFS,1,"(4,)",7
