loop,precision_9,SFS,num selected features,feature idx,n_neighbors
1,0.7656690746474027,SBS,3,"(4, 5, 6)",6
2,0.7387106357694593,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",9
3,0.8102614379084967,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",2
4,0.8102614379084967,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",2
5,0.5137692716640084,SBS,1,"(6,)",3
6,0.8466339869281047,SBS,4,"(0, 2, 4, 6)",2
7,0.5877124183006536,SFS,1,"(6,)",5
8,0.7596084685867968,SBS,5,"(1, 2, 4, 5, 6)",8
9,0.3353787878787879,SBS,1,"(5,)",8
10,0.8266666666666668,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",3
11,0.8102614379084967,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",2
12,0.8266666666666668,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",3
13,0.5672141583906289,SFS,1,"(6,)",8
14,0.7787409700722394,SFS,5,"(0, 1, 2, 4, 6)",6
15,0.8102614379084967,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",2
16,0.8193090569561157,SBS,4,"(0, 5, 6, 7)",3
17,0.8455827067669173,SBS,6,"(0, 1, 2, 5, 6, 7)",3
18,0.7712573099415205,SBS,5,"(1, 2, 4, 5, 6)",7
19,0.69906432748538,SBS,2,"(4, 5)",8
20,0.7856854145166838,SFS,3,"(1, 4, 6)",4
