loop,recall_6,SFS,num selected features,feature idx,n_neighbors
1,0.5714285714285714,SFS,6,"(0, 2, 3, 4, 5, 6)",4
2,0.7714285714285715,SFS,2,"(4, 6)",9
3,0.37142857142857144,SFS,1,"(6,)",7
4,0.6428571428571429,SFS,5,"(0, 4, 5, 6, 7)",7
5,0.5142857142857142,SFS,1,"(6,)",9
6,0.7142857142857142,SFS,4,"(4, 5, 6, 7)",5
7,0.7285714285714285,SFS,3,"(4, 5, 6)",7
8,0.8571428571428571,SFS,4,"(4, 5, 6, 7)",1
9,0.7285714285714285,SFS,4,"(1, 4, 6, 7)",3
10,0.7285714285714286,SFS,2,"(4, 6)",8
11,0.7714285714285714,SFS,2,"(4, 6)",5
12,0.6428571428571429,SFS,6,"(0, 3, 4, 5, 6, 7)",7
13,0.7714285714285715,SFS,2,"(4, 6)",9
14,0.7285714285714285,SFS,3,"(4, 5, 6)",7
15,0.7285714285714285,SFS,2,"(4, 6)",4
16,0.5714285714285714,SFS,5,"(0, 2, 3, 4, 6)",4
17,0.6714285714285714,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",9
18,0.7285714285714285,SFS,3,"(2, 4, 6)",9
19,0.6428571428571429,SFS,6,"(0, 3, 4, 5, 6, 7)",7
20,0.6,SFS,4,"(0, 2, 4, 6)",4
