loop,f1_score_3,SFS,num selected features,feature idx,n_neighbors
1,0.4559004139491944,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",8
2,0.6905339105339106,SFS,3,"(0, 2, 5)",2
3,0.48387557474778564,SFS,6,"(0, 1, 3, 4, 5, 7)",8
4,0.49558950853068495,SFS,6,"(0, 1, 4, 5, 6, 7)",5
5,0.7023394475980682,SFS,3,"(1, 2, 5)",3
6,0.5664502164502163,SFS,5,"(0, 1, 2, 5, 6)",1
7,0.4742235876429425,SFS,6,"(1, 2, 4, 5, 6, 7)",7
8,0.7023394475980682,SFS,3,"(1, 2, 5)",3
9,0.5452865414155736,SFS,4,"(1, 4, 5, 7)",5
10,0.5539693705016286,SFS,5,"(0, 1, 2, 5, 7)",2
11,0.5452865414155736,SFS,4,"(1, 4, 5, 7)",5
12,0.540975240975241,SFS,4,"(1, 2, 5, 6)",4
13,0.5467836738424974,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",4
14,0.49152748117342926,SFS,2,"(5, 6)",9
15,0.4559004139491944,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",8
16,0.512105940584119,SFS,3,"(4, 6, 7)",7
17,0.6002308000554845,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",1
18,0.49257032645037546,SFS,3,"(4, 5, 7)",8
19,0.2874782773976322,SFS,1,"(6,)",9
20,0.4933044274220745,SFS,4,"(1, 4, 5, 7)",8
