loop,f1_score_10,SFS,num selected features,feature idx,n_neighbors
1,0.6873694581280787,SFS,3,"(1, 2, 6)",8
2,0.6848932676518882,SFS,2,"(6, 7)",3
3,0.6196566551888891,SFS,5,"(0, 1, 2, 4, 6)",6
4,0.6698785556716591,SFS,3,"(2, 4, 6)",4
5,0.6873694581280787,SFS,3,"(1, 2, 6)",8
6,0.6297717301398928,SFS,4,"(0, 1, 4, 6)",6
7,0.6228891442655529,SFS,3,"(0, 6, 7)",7
8,0.674336112989257,SFS,4,"(1, 2, 4, 6)",4
9,0.64300056839712,SFS,6,"(0, 1, 2, 4, 5, 6)",4
10,0.6357224044031609,SFS,4,"(1, 2, 6, 7)",9
11,0.6882283791259451,SFS,3,"(3, 6, 7)",2
12,0.6761904761904762,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",2
13,0.5951062579309424,SFS,6,"(0, 1, 2, 5, 6, 7)",8
14,0.562888888888889,SFS,2,"(2, 6)",9
15,0.6882283791259451,SFS,4,"(1, 3, 6, 7)",2
16,0.39505845367914333,SFS,1,"(2,)",9
17,0.6441290322580644,SFS,4,"(0, 5, 6, 7)",7
18,0.6189495530012772,SFS,5,"(0, 1, 2, 6, 7)",9
19,0.3949880579190924,SFS,1,"(0,)",6
20,0.6873694581280787,SFS,3,"(1, 2, 6)",8
