loop,f1_score_7,SFS,num selected features,feature idx,n_neighbors
1,0.4034113712374582,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
2,0.4660404040404041,SFS,6,"(0, 1, 2, 3, 5, 6)",2
3,0.8607918263090678,SFS,2,"(1, 5)",1
4,0.8607918263090678,SFS,2,"(1, 5)",1
5,0.36211566211566215,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",9
6,0.47727090301003344,SFS,5,"(1, 3, 5, 6, 7)",4
7,0.6382594417077175,SFS,4,"(1, 3, 5, 7)",3
8,0.41029358572462027,SFS,6,"(1, 2, 3, 4, 5, 7)",8
9,0.4568888101146166,SFS,5,"(1, 2, 3, 5, 7)",8
10,0.8831198686371099,SFS,2,"(1, 5)",3
11,0.41707258258982394,SFS,6,"(1, 2, 3, 4, 5, 7)",9
12,0.5651635720601237,SFS,3,"(1, 2, 5)",7
13,0.6659952950275531,SFS,2,"(0, 5)",2
14,0.4034113712374582,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
15,0.6659952950275531,SFS,2,"(0, 5)",2
16,0.5614603174603175,SFS,3,"(0, 2, 5)",2
17,0.40011042097998617,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",7
18,0.5093596059113301,SFS,5,"(1, 2, 3, 5, 7)",9
19,0.49575586475767963,SFS,4,"(0, 1, 2, 5)",2
20,0.3438667030121303,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",8
