loop,precision_10,SFS,num selected features,feature idx,n_neighbors
1,0.6710573636889426,SFS,2,"(1, 6)",3
2,0.4502020202020202,SFS,1,"(7,)",5
3,0.7646398046398046,SFS,6,"(0, 1, 2, 3, 5, 6)",3
4,0.6196065922381712,SFS,3,"(1, 5, 6)",2
5,0.8655555555555555,SFS,5,"(1, 3, 4, 5, 7)",7
6,0.74004884004884,SFS,6,"(1, 2, 3, 4, 5, 7)",5
7,0.7820346320346321,SFS,2,"(3, 5)",9
8,0.7733116883116884,SFS,2,"(3, 5)",7
9,0.8119841269841268,SFS,3,"(1, 5, 7)",6
10,0.6196065922381712,SFS,3,"(1, 5, 6)",2
11,0.7384615384615385,SFS,6,"(0, 1, 2, 3, 5, 6)",1
12,0.33834776334776334,SFS,1,"(1,)",3
13,0.7595959595959596,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",4
14,0.7294261294261294,SFS,5,"(1, 2, 5, 6, 7)",4
15,0.8705555555555555,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",9
16,0.7814285714285714,SFS,2,"(5, 7)",5
17,0.8425396825396826,SFS,3,"(3, 4, 5)",9
18,0.3548018648018648,SFS,1,"(1,)",2
19,0.6747474747474748,SFS,6,"(1, 2, 3, 4, 5, 6)",2
20,0.9019841269841271,SFS,5,"(1, 3, 4, 5, 7)",9
