loop,f1_score_9,SFS,num selected features,feature idx,n_neighbors
1,0.2893391185480435,SBS,1,"(0,)",1
2,0.8540998217468806,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",7
3,0.8643939393939395,SFS,5,"(0, 1, 4, 5, 6)",6
4,0.843030303030303,SFS,2,"(1, 6)",2
5,0.84995337995338,SBS,2,"(0, 4)",4
6,0.8540998217468806,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",7
7,0.8607654771889542,SBS,2,"(4, 5)",3
8,0.9104152762328512,SBS,3,"(4, 5, 6)",2
9,0.880987292277615,SBS,6,"(0, 1, 4, 5, 6, 7)",4
10,0.8866666666666667,SFS,3,"(4, 5, 6)",5
11,0.8540097872765404,SBS,4,"(0, 2, 4, 6)",8
12,0.8733870967741936,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",5
13,0.8643939393939395,SFS,4,"(0, 4, 5, 6)",6
14,0.9053703703703704,SBS,3,"(0, 4, 5)",1
15,0.9232156942056831,SFS,6,"(0, 1, 2, 4, 5, 6)",2
16,0.8733870967741936,SBS,6,"(0, 2, 4, 5, 6, 7)",5
17,0.8643939393939395,SFS,3,"(4, 5, 6)",6
18,0.8926539589442815,SFS,5,"(1, 2, 4, 5, 6)",5
19,0.7958854015305629,SFS,3,"(1, 4, 6)",9
20,0.8391177247628863,SFS,2,"(4, 6)",4
