loop,recall_3,SFS,num selected features,feature idx,n_neighbors
1,0.6,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",9
2,0.6714285714285714,SFS,5,"(0, 1, 2, 3, 5)",1
3,0.8,SFS,3,"(1, 5, 6)",3
4,0.6285714285714284,SFS,6,"(1, 3, 4, 5, 6, 7)",8
5,0.8,SFS,1,"(5,)",6
6,0.6,SFS,5,"(1, 3, 4, 5, 6)",9
7,0.6,SFS,6,"(1, 3, 4, 5, 6, 7)",7
8,0.8857142857142858,SFS,2,"(1, 5)",6
9,0.9142857142857143,SFS,3,"(1, 3, 5)",2
10,0.6285714285714286,SFS,5,"(0, 1, 2, 5, 6)",5
11,0.9142857142857143,SFS,3,"(1, 3, 5)",2
12,0.6714285714285715,SFS,6,"(0, 1, 2, 3, 5, 6)",5
13,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",2
14,0.8428571428571429,SFS,5,"(1, 2, 3, 5, 7)",2
15,0.8428571428571429,SFS,5,"(1, 2, 3, 5, 7)",2
16,0.8857142857142858,SFS,2,"(1, 5)",4
17,0.6142857142857142,SFS,3,"(1, 5, 6)",9
18,0.6428571428571429,SFS,5,"(1, 4, 5, 6, 7)",7
19,0.7285714285714285,SFS,4,"(0, 1, 2, 5)",1
20,0.8428571428571429,SFS,5,"(1, 2, 3, 5, 7)",2
