loop,f1_score_3,SFS,num selected features,feature idx,n_neighbors
1,0.7758471593765711,SFS,3,"(0, 2, 5)",1
2,0.5381436918201624,SBS,7,"(0, 1, 2, 3, 5, 6, 7)",3
3,0.5113674560733383,SFS,4,"(0, 1, 5, 6)",5
4,0.7646105282145328,SFS,2,"(2, 5)",3
5,0.5816433566433566,SBS,6,"(1, 2, 3, 5, 6, 7)",3
6,0.5248071931776048,SFS,6,"(0, 1, 4, 5, 6, 7)",6
7,0.5854868007809184,SFS,3,"(1, 2, 5)",9
8,0.6607425607425608,SFS,3,"(0, 1, 5)",2
9,0.6178311784423839,SBS,7,"(1, 2, 3, 4, 5, 6, 7)",2
10,0.6849669148056245,SBS,7,"(0, 1, 2, 3, 5, 6, 7)",1
11,0.5001515151515152,SFS,5,"(0, 1, 4, 5, 7)",6
12,0.5366051405899602,SBS,6,"(2, 3, 4, 5, 6, 7)",5
13,0.7758471593765711,SFS,3,"(0, 2, 5)",1
14,0.5890467154603777,SBS,5,"(1, 3, 5, 6, 7)",3
15,0.6175349318613076,SFS,4,"(1, 2, 5, 6)",3
16,0.34803418803418806,SBS,1,"(6,)",7
17,0.5106500488758553,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",6
18,0.3865438709216821,SFS,1,"(0,)",1
19,0.6966666666666667,SBS,2,"(3, 5)",2
20,0.553904539483287,SBS,3,"(3, 5, 7)",6
