0,1,2,3,4
116865.14549581952,1.2658788031485697,80.15757227701427,72.53466865049558,225.22690957800543
419953.7210366421,2.209124789052776,199.59548718258344,46.44366049324048,230.00000000559837
510230.9188173477,2.302585092994046,225.88291631226735,2.842170943040401e-14,225.88291631226733
113427.05426133164,0.692691718134364,47.861675685790786,95.14181744470382,242.0479323136477
800709.7878379732,2.282392424079776,281.5192125236008,28.599156698913024,315.1879496206824
131713.3403661005,0.795152705808203,63.85756332724164,95.36008411551121,265.1914215625564
518705.3714974014,2.2992303527953695,227.55280031430416,9.500537819437781,235.9718396336289
841269.5752257917,2.157536020830466,279.8658372164374,76.17132453700509,396.21945737506167
578559.4157366089,2.29796095425615,240.25738077079305,11.503588953846451,265.2439702470821
529812.0978825969,2.3025745632103516,230.17587061584655,0.527612070345528,231.75870682688299
143286.94418977795,1.1623051841701335,84.74712542779857,84.53767888168431,263.6937053684503
513351.5720392762,2.302585092994046,226.57263118904635,0.0,226.57263118904635
317889.40968375007,1.8026441914642999,142.42452107709633,107.25761867734506,230.00000000559837
536489.787061054,2.300629012457289,231.51117398550227,7.1801828639603995,251.23157619412416
603478.5635869682,2.3025850929940455,245.65800690939597,2.842170943040401e-14,245.65800690939594
109794.2491263948,0.8998415739885027,63.8756798399271,83.06216008283563,230.00000000559837
451204.64969216846,2.2725756742209122,210.85283106889747,25.72058707432297,263.86024267247467
102046.13900567492,0.7500002742546332,53.0120950542781,85.99029990948792,224.9926948732539
568635.9397617126,2.2995376431956016,238.28072896028903,9.267587729529778,258.3318309943612
503460.13527966716,2.301055132716231,224.2928486448985,6.223469669193639,230.00000000559837
219000.79609024982,1.6216242150126643,117.87075165234035,89.47941391145389,227.4602049355187
784426.3155412949,2.191401378279809,272.52478394248243,64.59778394985996,370.6023184475264
1281495.6214802996,2.246346281366848,352.2879391986472,63.58278102757269,384.0793297124335
289800.22888771293,2.170519303095114,164.7967432740847,42.68555136140006,230.00000000559837
1130803.3546564556,2.2578746479245915,332.1011682570096,52.812399187832376,358.5073678509258
1257280.4819011786,2.254719934206567,349.91016470538506,57.366582833285044,392.86666833810256
318342.93480787094,1.8107605817135202,144.14144866770363,105.154820416198,230.00000000559837
314697.0127643266,1.9026565314337387,154.21267562959176,87.68210736287627,249.35910498496125
101671.37079197043,0.711524562712538,49.232297293307965,87.99612481479161,225.2245469228912
108490.81273356918,0.8437118108227789,60.67191256470505,84.66404372044666,230.00000000559837
363278.6963092969,1.9502375487289623,162.23505721899565,100.03827187671183,230.00000000559837
580647.7737650253,2.3025850929940455,240.96634075426908,2.842170943040401e-14,240.9663407542691
552859.0142823518,2.3014270923752065,235.06182808133076,5.64255326054592,247.17563677520147
411033.30197207246,2.098392476906022,186.46349727512978,79.59079331891914,226.25889393458937
551536.4004875362,2.2975632979021943,234.5558210283085,11.71353364658767,251.42220370456187
