loop,f1_score_4,SFS,num selected features,feature idx,n_neighbors
1,0.8635752688172044,SFS,3,"(0, 4, 7)",9
2,0.3508795122377465,SBS,1,"(5,)",8
3,0.9022048307643413,SBS,4,"(3, 4, 5, 7)",7
4,0.39636680530798174,SBS,1,"(7,)",1
5,0.32188684878340046,SBS,1,"(5,)",7
6,0.9286021505376343,SFS,3,"(0, 4, 5)",2
7,0.8635752688172044,SFS,4,"(0, 4, 5, 7)",7
8,0.8683196496989602,SFS,3,"(0, 2, 4)",8
9,0.9595402298850576,SBS,3,"(4, 5, 7)",7
10,0.8665162271805273,SBS,7,"(0, 2, 3, 4, 5, 6, 7)",2
11,0.9346236559139784,SBS,4,"(3, 4, 5, 7)",4
12,0.9250063856960409,SFS,3,"(0, 4, 5)",3
13,0.36950882954512715,SBS,1,"(5,)",9
14,0.8197498904506691,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",5
15,0.9286021505376343,SFS,3,"(0, 4, 5)",2
16,0.8759890619206526,SFS,3,"(0, 4, 7)",5
17,0.8434522381440527,SFS,5,"(0, 4, 5, 6, 7)",9
18,0.8744086021505376,SFS,6,"(0, 3, 4, 5, 6, 7)",2
19,0.7983964183964184,SFS,2,"(0, 4)",5
20,0.89639846743295,SFS,6,"(0, 2, 3, 4, 5, 7)",1
