loop,recall_1,SFS,num selected features,feature idx,n_neighbors
1,0.8142857142857143,SBS,1,"(3,)",4
2,0.9714285714285715,SFS,6,"(0, 1, 2, 3, 5, 7)",2
3,1.0,SFS,2,"(1, 7)",3
4,0.9714285714285715,SBS,2,"(0, 3)",2
5,0.9714285714285715,SBS,6,"(0, 1, 2, 3, 4, 5)",4
6,0.9571428571428573,SFS,6,"(0, 1, 2, 3, 4, 7)",5
7,0.9571428571428573,SBS,4,"(0, 1, 4, 5)",7
8,0.9428571428571428,SBS,2,"(0, 3)",8
9,0.9714285714285715,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",3
10,0.9714285714285715,SFS,6,"(0, 1, 2, 3, 5, 7)",2
11,1.0,SFS,2,"(1, 7)",3
12,0.9714285714285715,SFS,4,"(0, 1, 3, 7)",2
13,0.9428571428571428,SBS,2,"(0, 3)",8
14,0.9571428571428573,SFS,2,"(0, 7)",5
15,1.0,SFS,1,"(7,)",2
16,1.0,SFS,2,"(1, 7)",1
17,0.9571428571428573,SFS,4,"(0, 1, 2, 7)",7
18,0.9571428571428573,SBS,5,"(0, 1, 3, 4, 5)",7
19,0.9714285714285715,SFS,4,"(0, 1, 2, 7)",3
20,0.9571428571428573,SFS,3,"(1, 6, 7)",1
