loop,f1_score_12,SFS,num selected features,feature idx,n_neighbors
1,0.993103448275862,SFS,4,"(1, 2, 3, 6)",4
2,0.5431034482758621,SFS,1,"(0,)",3
3,0.9866666666666667,SFS,5,"(0, 1, 2, 3, 6)",3
4,0.9737486095661847,SFS,6,"(0, 1, 2, 3, 5, 6)",4
5,1.0,SFS,5,"(0, 1, 2, 3, 6)",2
6,0.9737486095661847,SFS,3,"(0, 2, 3)",9
7,0.9737486095661847,SFS,6,"(0, 1, 2, 3, 6, 7)",9
8,0.9737486095661847,SFS,4,"(0, 1, 2, 3)",6
9,1.0,SFS,2,"(0, 3)",1
10,0.573349023900748,SFS,1,"(2,)",9
11,0.9737486095661847,SFS,5,"(0, 1, 2, 3, 6)",8
12,0.9806451612903226,SFS,5,"(0, 1, 2, 3, 6)",4
13,1.0,SFS,3,"(0, 1, 3)",2
14,1.0,SFS,6,"(0, 1, 2, 3, 5, 6)",2
15,1.0,SFS,4,"(0, 1, 2, 3)",2
16,0.6048465608465609,SFS,1,"(0,)",7
17,0.9737486095661847,SFS,5,"(0, 1, 2, 3, 6)",6
18,1.0,SFS,2,"(0, 3)",2
19,0.9737486095661847,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",3
20,0.9681034482758621,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",7
