loop,recall_1,SFS,num selected features,feature idx,n_neighbors
1,0.9142857142857144,SFS,4,"(0, 1, 2, 3)",1
2,0.7714285714285716,SFS,2,"(1, 3)",6
3,0.9428571428571428,SFS,6,"(0, 1, 2, 3, 6, 7)",3
4,0.9285714285714286,SFS,4,"(1, 2, 3, 6)",5
5,0.5857142857142856,SFS,1,"(6,)",3
6,0.9142857142857144,SFS,5,"(0, 1, 2, 3, 4)",1
7,0.9428571428571428,SFS,5,"(1, 2, 3, 5, 7)",4
8,0.9428571428571428,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",3
9,0.9285714285714286,SFS,5,"(0, 1, 2, 3, 4)",6
10,0.9285714285714286,SFS,4,"(1, 2, 3, 5)",7
11,0.9571428571428571,SFS,2,"(3, 5)",2
12,0.9428571428571428,SFS,6,"(1, 2, 3, 4, 6, 7)",8
13,0.8,SFS,1,"(7,)",4
14,0.9428571428571428,SFS,4,"(0, 1, 3, 6)",3
15,0.9571428571428571,SFS,3,"(1, 3, 5)",2
16,0.9428571428571428,SFS,6,"(0, 1, 2, 3, 6, 7)",3
17,0.9428571428571428,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",4
18,0.8,SFS,1,"(7,)",4
19,0.9285714285714286,SFS,4,"(1, 2, 3, 5)",7
20,0.5857142857142857,SFS,1,"(2,)",7
