loop,f1_score_3,SFS,num selected features,feature idx,n_neighbors
1,0.4393432779810489,SFS,5,"(1, 2, 3, 5, 6)",9
2,0.529508985638018,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",1
3,0.529508985638018,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",1
4,0.893968253968254,SFS,2,"(1, 5)",4
5,0.4239838322596944,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",3
6,0.8704789272030652,SFS,2,"(1, 5)",6
7,0.4312103565260668,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
8,0.729378466825872,SFS,2,"(2, 5)",3
9,0.5038373712057923,SFS,5,"(0, 1, 2, 5, 6)",3
10,0.6213325011702293,SFS,4,"(1, 5, 6, 7)",1
11,0.3947401875099317,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",7
12,0.729378466825872,SFS,2,"(2, 5)",3
13,0.5116163748042306,SFS,6,"(1, 2, 3, 5, 6, 7)",4
14,0.5789707116022905,SFS,4,"(1, 2, 5, 6)",2
15,0.5789707116022905,SFS,4,"(1, 2, 5, 6)",2
16,0.4151072988604887,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",8
17,0.4312103565260668,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
18,0.46238207061343883,SFS,6,"(0, 1, 2, 5, 6, 7)",6
19,0.692088669950739,SFS,3,"(1, 5, 6)",1
20,0.3947401875099317,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",7
