loop,recall_6,SFS,num selected features,feature idx,n_neighbors
1,0.6428571428571429,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",3
2,0.7571428571428572,SFS,2,"(2, 4)",4
3,0.7285714285714285,SFS,4,"(0, 2, 4, 6)",5
4,0.6714285714285715,SFS,5,"(0, 1, 2, 4, 6)",9
5,0.7428571428571429,SFS,4,"(4, 5, 6, 7)",3
6,0.42857142857142866,SFS,1,"(6,)",1
7,0.6571428571428571,SFS,3,"(0, 4, 6)",6
8,0.4142857142857143,SFS,1,"(6,)",2
9,0.37142857142857144,SFS,1,"(2,)",4
10,0.6428571428571429,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",3
11,0.5857142857142857,SFS,6,"(0, 2, 3, 4, 5, 6)",2
12,0.657142857142857,SFS,3,"(0, 4, 6)",8
13,0.6857142857142857,SFS,5,"(0, 4, 5, 6, 7)",3
14,0.6571428571428571,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",5
15,0.6428571428571429,SFS,4,"(0, 2, 4, 6)",4
16,0.6428571428571429,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",3
17,0.5857142857142857,SFS,6,"(0, 2, 3, 4, 5, 6)",2
18,0.5571428571428572,SFS,6,"(0, 1, 2, 4, 5, 6)",4
19,0.5428571428571429,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",8
20,0.6714285714285715,SFS,5,"(0, 1, 2, 4, 6)",7
