loop,recall_14,SFS,num selected features,feature idx,n_neighbors
1,0.7571428571428571,SFS,4,"(0, 4, 5, 6)",2
2,0.9142857142857143,SFS,4,"(0, 4, 5, 6)",1
3,0.7714285714285714,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
4,0.7714285714285715,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",4
5,0.8142857142857143,SFS,6,"(0, 1, 2, 4, 5, 6)",3
6,0.7285714285714285,SFS,2,"(4, 5)",3
7,0.7571428571428571,SFS,4,"(1, 4, 5, 6)",6
8,0.7857142857142857,SFS,5,"(0, 1, 2, 4, 5)",3
9,0.7571428571428571,SFS,4,"(1, 4, 5, 6)",6
10,0.7428571428571429,SFS,5,"(0, 1, 4, 5, 6)",6
11,0.2857142857142857,SFS,1,"(4,)",4
12,0.7428571428571429,SFS,3,"(4, 6, 7)",7
13,0.7428571428571429,SFS,3,"(4, 6, 7)",7
14,0.7714285714285714,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
15,0.8857142857142858,SFS,3,"(0, 4, 5)",1
16,0.8714285714285713,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",1
17,0.8,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",3
18,0.8,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",3
19,0.7142857142857142,SFS,6,"(0, 1, 2, 4, 6, 7)",8
20,0.7571428571428571,SFS,4,"(1, 4, 5, 6)",6
