loop,f1_score_6,SFS,num selected features,feature idx,n_neighbors
1,0.5804431117774447,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",5
2,0.5821233421750663,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",9
3,0.7419714385231627,SFS,2,"(2, 4)",9
4,0.9197720797720799,SFS,2,"(4, 5)",2
5,0.6515426929392446,SFS,3,"(4, 6, 7)",7
6,0.5798521814361636,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",7
7,0.7813498379015621,SFS,5,"(0, 4, 5, 6, 7)",1
8,0.7314814814814815,SFS,2,"(2, 4)",6
9,0.7413537675606641,SFS,3,"(0, 2, 4)",6
10,0.6734968734968735,SFS,2,"(2, 4)",3
11,0.7853325474015129,SFS,3,"(4, 5, 7)",5
12,0.7853325474015129,SFS,3,"(4, 5, 7)",5
13,0.5807192807192807,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",2
14,0.3103494623655914,SFS,1,"(2,)",9
15,0.5798521814361636,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",7
16,0.3833578811767137,SFS,1,"(6,)",4
17,0.708208956904609,SFS,4,"(0, 4, 6, 7)",4
18,0.44253968253968257,SFS,1,"(6,)",1
19,0.8040211640211641,SFS,4,"(4, 5, 6, 7)",1
20,0.30859523809523814,SFS,1,"(2,)",3
