loop,recall_7,SFS,num selected features,feature idx,n_neighbors
1,0.4714285714285714,SFS,3,"(1, 2, 5)",7
2,0.37142857142857144,SFS,4,"(0, 1, 2, 5)",8
3,0.7428571428571428,SFS,3,"(1, 2, 5)",1
4,0.8571428571428573,SFS,2,"(2, 5)",1
5,0.34285714285714286,SFS,1,"(2,)",1
6,0.41428571428571426,SFS,5,"(0, 1, 2, 3, 5)",4
7,0.7571428571428572,SFS,2,"(2, 5)",3
8,0.37142857142857144,SFS,6,"(0, 1, 2, 3, 4, 5)",4
9,0.5428571428571429,SFS,3,"(1, 2, 5)",5
10,0.6714285714285715,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",1
11,0.45714285714285713,SFS,4,"(0, 1, 2, 5)",7
12,0.3142857142857143,SFS,6,"(0, 1, 2, 5, 6, 7)",2
13,0.6571428571428573,SFS,6,"(0, 1, 2, 3, 5, 7)",1
14,0.3,SFS,1,"(2,)",3
15,0.4571428571428572,SFS,4,"(0, 1, 2, 5)",5
16,0.7428571428571428,SFS,3,"(1, 2, 5)",1
17,0.32857142857142857,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
18,0.5142857142857143,SFS,2,"(2, 5)",6
19,0.4428571428571429,SFS,5,"(0, 1, 2, 3, 5)",3
20,0.34285714285714286,SFS,6,"(0, 1, 2, 3, 5, 7)",9
