loop,recall_15,SFS,num selected features,feature idx,n_neighbors
1,0.9428571428571428,SFS,3,"(0, 4, 5)",8
2,0.9571428571428571,SFS,5,"(0, 1, 3, 4, 5)",4
3,0.9571428571428571,SFS,5,"(0, 1, 3, 4, 5)",4
4,0.9571428571428571,SBS,3,"(0, 2, 4)",2
5,0.9571428571428571,SFS,3,"(0, 1, 4)",2
6,0.9285714285714286,SFS,4,"(0, 2, 4, 5)",8
7,0.9142857142857143,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",9
8,0.9142857142857143,SBS,2,"(4, 6)",7
9,0.9571428571428571,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",4
10,0.9142857142857143,SBS,6,"(0, 1, 2, 4, 5, 7)",9
11,0.9571428571428571,SBS,4,"(0, 2, 3, 4)",3
12,0.8142857142857143,SBS,2,"(2, 4)",3
13,0.3142857142857143,SBS,1,"(6,)",8
14,0.9285714285714286,SBS,2,"(4, 5)",6
15,0.9857142857142858,SBS,4,"(0, 3, 6, 7)",1
16,0.9571428571428571,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",5
17,0.9571428571428571,SFS,4,"(0, 2, 4, 6)",5
18,0.8,SBS,2,"(0, 4)",9
19,0.9428571428571428,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",7
20,0.9571428571428571,SBS,3,"(0, 2, 4)",2
