loop,precision_3,SFS,num selected features,feature idx,n_neighbors
1,0.46437405731523385,SFS,2,"(0, 5)",9
2,0.48780158730158724,SFS,6,"(1, 2, 3, 5, 6, 7)",2
3,0.30500501039469946,SFS,1,"(0,)",3
4,0.4564642375168691,SFS,5,"(0, 1, 2, 5, 6)",3
5,0.30490078806642273,SFS,1,"(0,)",5
6,0.46942364824717764,SFS,5,"(0, 2, 3, 5, 7)",5
7,0.4376515151515151,SFS,5,"(0, 2, 4, 5, 7)",9
8,0.40513736263736255,SFS,3,"(0, 5, 7)",9
9,0.46437405731523385,SFS,2,"(0, 5)",9
10,0.5198650472334683,SFS,6,"(0, 1, 3, 5, 6, 7)",4
11,0.46420311714429363,SFS,6,"(0, 1, 2, 5, 6, 7)",3
12,0.30500501039469946,SFS,1,"(0,)",3
13,0.7162637362637363,SFS,3,"(0, 2, 5)",1
14,0.43539489750016064,SFS,4,"(0, 1, 5, 7)",7
15,0.33277777777777773,SFS,1,"(5,)",2
16,0.5884615384615385,SFS,5,"(0, 1, 2, 5, 7)",1
17,0.41889101094983444,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",6
18,0.49328579916815213,SFS,4,"(0, 1, 2, 5)",3
19,0.5132569823685442,SFS,4,"(1, 2, 5, 6)",2
20,0.4196428571428571,SFS,1,"(0,)",1
