loop,f1_score_9,SFS,num selected features,feature idx,n_neighbors
1,0.9156989247311829,SFS,4,"(0, 1, 4, 6)",1
2,0.8935887975261789,SFS,6,"(0, 1, 2, 4, 5, 6)",3
3,0.5229270202704737,SFS,1,"(6,)",2
4,0.8771943573667711,SFS,5,"(0, 1, 2, 4, 6)",4
5,0.8613725490196078,SFS,6,"(0, 1, 2, 4, 5, 6)",4
6,0.8219549202471402,SFS,6,"(0, 1, 2, 4, 5, 6)",8
7,0.8021683448154036,SFS,2,"(4, 6)",8
8,0.8279764256234843,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",7
9,0.9156989247311829,SFS,4,"(0, 1, 4, 6)",1
10,0.8934455792631544,SFS,5,"(0, 1, 2, 4, 6)",2
11,0.870266566025743,SFS,2,"(4, 6)",3
12,0.8021683448154036,SFS,2,"(4, 6)",9
13,0.8913594470046083,SFS,4,"(1, 2, 4, 6)",3
14,0.8513636363636363,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",4
15,0.8860564167015779,SFS,5,"(0, 1, 2, 4, 6)",3
16,0.5898327359617682,SFS,1,"(6,)",4
17,0.8279764256234845,SFS,5,"(1, 2, 4, 5, 6)",8
18,0.8637070171716511,SFS,3,"(4, 5, 6)",7
19,0.8424747474747475,SFS,6,"(0, 1, 2, 4, 5, 6)",7
20,0.9156989247311829,SFS,5,"(0, 1, 2, 4, 6)",1
