loop,recall_14,SFS,num selected features,feature idx,n_neighbors
1,0.7285714285714286,SFS,4,"(0, 3, 4, 5)",5
2,0.6285714285714286,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",7
3,0.6428571428571429,SFS,5,"(1, 4, 5, 6, 7)",6
4,0.34285714285714286,SFS,1,"(7,)",9
5,0.8142857142857144,SFS,6,"(0, 1, 2, 4, 5, 6)",1
6,0.7285714285714286,SFS,5,"(0, 1, 3, 4, 5)",5
7,0.7142857142857142,SFS,3,"(3, 4, 5)",5
8,0.7,SFS,2,"(4, 5)",3
9,0.7714285714285715,SFS,6,"(0, 1, 2, 4, 5, 6)",3
10,0.34285714285714286,SFS,1,"(7,)",9
11,0.7571428571428572,SFS,5,"(0, 1, 4, 5, 6)",4
12,0.7,SFS,3,"(1, 5, 7)",7
13,0.5857142857142857,SFS,5,"(1, 4, 5, 6, 7)",8
14,0.29999999999999993,SFS,1,"(7,)",6
15,0.7714285714285715,SFS,6,"(0, 1, 2, 4, 5, 6)",3
16,0.8142857142857144,SFS,6,"(0, 1, 2, 4, 5, 6)",1
17,0.6428571428571429,SFS,5,"(1, 4, 5, 6, 7)",6
18,0.6857142857142857,SFS,4,"(1, 3, 5, 7)",7
19,0.6857142857142857,SFS,4,"(1, 3, 5, 7)",7
20,0.8142857142857144,SFS,5,"(0, 1, 4, 5, 6)",1
