loop,recall_7,SFS,num selected features,feature idx,n_neighbors
1,0.6571428571428573,SFS,2,"(2, 5)",3
2,0.3571428571428571,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",2
3,0.4714285714285714,SFS,3,"(3, 4, 5)",9
4,0.2857142857142857,SFS,1,"(2,)",2
5,0.4,SFS,6,"(0, 1, 2, 3, 5, 6)",3
6,0.4142857142857143,SFS,4,"(0, 1, 2, 5)",7
7,0.5142857142857143,SFS,4,"(3, 4, 5, 7)",9
8,0.3285714285714286,SFS,5,"(0, 1, 2, 4, 5)",7
9,0.3571428571428571,SFS,5,"(1, 2, 3, 5, 6)",2
10,0.3285714285714286,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",7
11,0.2857142857142857,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",4
12,0.35714285714285715,SFS,5,"(0, 1, 2, 5, 6)",5
13,0.48571428571428577,SFS,3,"(0, 2, 5)",4
14,0.3,SFS,1,"(2,)",5
15,0.4428571428571429,SFS,2,"(4, 5)",9
16,0.27142857142857146,SFS,1,"(2,)",7
17,0.2857142857142857,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",8
18,0.3285714285714286,SFS,5,"(0, 1, 2, 4, 5)",7
19,0.4428571428571428,SFS,5,"(1, 3, 4, 5, 7)",6
20,0.5142857142857142,SFS,3,"(0, 2, 5)",5
