loop,recall_17,SFS,num selected features,feature idx,n_neighbors
1,0.9857142857142858,SFS,4,"(0, 3, 4, 7)",9
2,0.9857142857142858,SBS,7,"(0, 1, 2, 3, 4, 5, 7)",1
3,0.9857142857142858,SBS,5,"(0, 2, 3, 4, 7)",6
4,0.9571428571428571,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",3
5,0.9428571428571428,SBS,7,"(0, 1, 2, 3, 4, 5, 7)",6
6,0.9,SBS,7,"(0, 1, 2, 3, 4, 5, 7)",4
7,1.0,SBS,2,"(4, 5)",9
8,0.9857142857142858,SFS,2,"(4, 7)",4
9,0.9285714285714286,SBS,3,"(2, 4, 5)",2
10,0.9857142857142858,SBS,5,"(0, 2, 3, 4, 7)",6
11,0.9857142857142858,SBS,3,"(0, 3, 4)",8
12,1.0,SBS,3,"(0, 3, 4)",6
13,1.0,SBS,2,"(4, 5)",7
14,1.0,SFS,6,"(0, 1, 2, 4, 5, 7)",1
15,0.5142857142857143,SBS,1,"(3,)",6
16,0.9571428571428571,SBS,2,"(3, 4)",4
17,0.7,SFS,1,"(7,)",2
18,1.0,SBS,2,"(4, 5)",7
19,0.9857142857142858,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",1
20,0.5142857142857143,SBS,1,"(3,)",4
