loop,precision_13,SFS,num selected features,feature idx,n_neighbors
1,0.8866666666666667,SBS,7,"(0, 1, 2, 3, 5, 6, 7)",6
2,0.9483333333333335,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
3,0.9733333333333334,SFS,3,"(0, 3, 6)",2
4,0.9616666666666667,SBS,6,"(0, 1, 2, 3, 5, 6)",3
5,0.9473809523809524,SBS,2,"(6, 7)",2
6,0.9733333333333334,SBS,5,"(0, 1, 3, 6, 7)",2
7,0.9513725490196079,SFS,5,"(0, 1, 3, 5, 6)",5
8,0.9380392156862746,SBS,2,"(3, 6)",7
9,0.9733333333333334,SBS,3,"(0, 3, 6)",1
10,0.8866666666666667,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
11,0.9483333333333335,SBS,2,"(3, 6)",8
12,0.5340225563909775,SFS,1,"(6,)",4
13,0.9733333333333334,SBS,3,"(0, 3, 6)",1
14,0.9483333333333335,SFS,2,"(3, 6)",5
15,0.9483333333333335,SFS,2,"(3, 6)",3
16,0.9733333333333334,SBS,3,"(0, 3, 6)",1
17,0.8763725490196078,SBS,7,"(0, 1, 2, 3, 5, 6, 7)",8
18,0.9513725490196079,SBS,6,"(0, 1, 2, 3, 5, 6)",5
19,0.9380392156862746,SBS,4,"(0, 3, 5, 6)",7
20,0.5643789935554642,SBS,1,"(6,)",7
