loop,precision_8,SFS,num selected features,feature idx,n_neighbors
1,0.9307017543859649,SFS,4,"(0, 3, 4, 6)",2
2,0.8233333333333335,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",9
3,0.9492307692307692,SFS,3,"(0, 4, 6)",2
4,0.8811188811188811,SFS,5,"(0, 1, 2, 4, 6)",4
5,0.7600649350649351,SFS,2,"(0, 4)",7
6,0.856103896103896,SFS,5,"(0, 1, 2, 4, 6)",9
7,0.8147058823529412,SFS,6,"(0, 2, 3, 4, 5, 6)",7
8,0.8662004662004662,SFS,1,"(0,)",8
9,0.8600840336134453,SFS,5,"(0, 1, 2, 3, 4)",5
10,0.8562770562770563,SFS,6,"(0, 2, 4, 5, 6, 7)",3
11,0.818095238095238,SFS,2,"(0, 4)",9
12,0.9307017543859649,SFS,4,"(0, 3, 4, 6)",2
13,0.9307017543859649,SFS,6,"(0, 1, 2, 3, 4, 6)",2
14,0.9492307692307692,SFS,3,"(0, 4, 6)",2
15,0.8851515151515151,SFS,3,"(0, 4, 6)",9
16,0.9307017543859649,SFS,4,"(0, 3, 4, 6)",2
17,0.9112820512820512,SFS,3,"(0, 4, 7)",1
18,0.8138195138195139,SFS,1,"(0,)",7
19,0.8832756716967243,SFS,4,"(0, 4, 5, 6)",6
20,0.7432539682539682,SFS,1,"(0,)",4
