loop,f1_score_5,SFS,num selected features,feature idx,n_neighbors
1,0.9470819428995181,SFS,4,"(0, 1, 2, 3)",9
2,0.5094179894179895,SFS,1,"(0,)",1
3,0.6281323629930442,SFS,1,"(0,)",4
4,0.9535187245087136,SFS,4,"(0, 1, 2, 3)",6
5,0.8818702370426509,SFS,5,"(0, 1, 2, 3, 6)",2
6,0.9535187245087136,SFS,5,"(0, 1, 2, 4, 6)",7
7,0.5935353535353535,SFS,1,"(6,)",2
8,0.9535187245087136,SFS,5,"(0, 1, 2, 3, 4)",6
9,0.9470819428995181,SFS,2,"(3, 6)",5
10,0.9470819428995181,SFS,6,"(0, 1, 2, 3, 4, 6)",7
11,0.9470819428995181,SFS,5,"(0, 1, 2, 3, 6)",5
12,0.9535187245087136,SFS,5,"(0, 1, 2, 4, 6)",7
13,0.9470819428995181,SFS,4,"(0, 1, 2, 3)",8
14,0.9387221545397297,SFS,6,"(0, 1, 2, 3, 4, 5)",4
15,0.9470819428995181,SFS,2,"(0, 3)",8
16,0.9470819428995181,SFS,6,"(0, 1, 2, 3, 4, 5)",9
17,0.6766174577939283,SFS,1,"(0,)",8
18,0.6281323629930442,SFS,1,"(0,)",4
19,0.9323182136530302,SFS,3,"(0, 2, 3)",3
20,0.9323182136530302,SFS,3,"(0, 2, 3)",3
