loop,precision_13,SFS,num selected features,feature idx,n_neighbors
1,0.8716339869281045,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",9
2,0.9733333333333334,SFS,5,"(0, 1, 5, 6, 7)",1
3,0.6087391304347826,SFS,1,"(6,)",9
4,0.9366666666666668,SFS,4,"(0, 1, 3, 6)",7
5,0.9616666666666667,SFS,4,"(1, 2, 3, 6)",4
6,0.9723809523809525,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",2
7,0.9733333333333334,SFS,5,"(0, 1, 5, 6, 7)",1
8,0.9733333333333334,SFS,5,"(0, 1, 5, 6, 7)",1
9,0.6039145690312738,SFS,1,"(6,)",8
10,0.6039145690312738,SFS,1,"(6,)",8
11,0.6195118606883312,SFS,1,"(6,)",2
12,0.9723809523809525,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",2
13,0.9013725490196078,SFS,6,"(0, 1, 2, 3, 5, 6)",9
14,0.9733333333333334,SFS,4,"(1, 5, 6, 7)",1
15,0.95,SFS,2,"(3, 6)",9
16,0.5920462387853692,SFS,1,"(6,)",5
17,0.95,SFS,2,"(3, 6)",4
18,0.9866666666666667,SFS,2,"(5, 6)",2
19,0.9616666666666667,SFS,4,"(1, 3, 5, 6)",6
20,0.9616666666666667,SFS,4,"(1, 2, 3, 6)",4
