loop,recall_4,SFS,num selected features,feature idx,n_neighbors
1,0.8857142857142858,SFS,3,"(0, 4, 7)",7
2,0.9,SFS,5,"(0, 4, 5, 6, 7)",6
3,0.8,SFS,2,"(0, 3)",4
4,0.8857142857142858,SFS,3,"(0, 4, 7)",6
5,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",5
6,0.8714285714285716,SFS,5,"(0, 3, 4, 5, 7)",4
7,0.8857142857142858,SFS,4,"(0, 3, 4, 7)",4
8,0.8571428571428571,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",6
9,0.8571428571428571,SFS,7,"(0, 1, 3, 4, 5, 6, 7)",1
10,0.8142857142857143,SFS,6,"(0, 2, 3, 4, 5, 7)",7
11,0.9142857142857143,SFS,4,"(0, 4, 5, 6)",2
12,0.8714285714285713,SFS,6,"(0, 2, 3, 5, 6, 7)",3
13,0.8285714285714286,SFS,6,"(0, 1, 4, 5, 6, 7)",6
14,0.8,SFS,2,"(0, 3)",4
15,0.7571428571428572,SFS,2,"(0, 4)",8
16,0.8285714285714286,SFS,6,"(0, 1, 3, 4, 5, 7)",5
17,0.8,SFS,2,"(0, 3)",4
18,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",5
19,0.8571428571428573,SFS,4,"(0, 3, 4, 5)",5
20,0.8571428571428571,SFS,5,"(0, 2, 3, 6, 7)",3
