loop,precision_11,SFS,num selected features,feature idx,n_neighbors
1,0.7804761904761904,SFS,3,"(0, 5, 6)",7
2,0.8193223443223443,SFS,6,"(0, 1, 2, 3, 4, 6)",5
3,0.8767582417582418,SFS,6,"(1, 2, 3, 4, 5, 7)",3
4,0.821969696969697,SFS,6,"(0, 1, 2, 4, 5, 6)",7
5,0.8193223443223443,SFS,6,"(0, 1, 2, 3, 4, 6)",5
6,0.8226340326340328,SFS,2,"(0, 1)",6
7,0.889918414918415,SFS,4,"(1, 2, 4, 5)",3
8,0.7953119429590018,SFS,2,"(1, 2)",5
9,0.8414102564102566,SFS,6,"(0, 1, 2, 3, 4, 6)",6
10,0.7905483405483406,SFS,5,"(0, 1, 2, 5, 6)",9
11,0.6967307692307693,SFS,2,"(0, 6)",7
12,0.2964912280701754,SFS,1,"(2,)",1
13,0.34679738562091506,SFS,1,"(6,)",8
14,0.8993006993006993,SFS,4,"(0, 1, 2, 6)",2
15,0.28963161021984557,SFS,1,"(0,)",6
16,0.8086985563456152,SFS,4,"(0, 1, 2, 6)",5
17,0.9090598290598291,SFS,5,"(0, 1, 2, 4, 6)",2
18,0.7927245303715892,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",1
19,0.8414102564102566,SFS,6,"(0, 1, 2, 3, 4, 6)",6
20,0.8034937611408199,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",9
