loop,precision_14,SFS,num selected features,feature idx,n_neighbors
1,0.8439096850861556,SBS,6,"(0, 1, 2, 4, 5, 6)",8
2,0.8288034188034189,SFS,5,"(0, 1, 2, 5, 6)",8
3,0.8439096850861556,SBS,6,"(0, 1, 2, 4, 5, 6)",8
4,0.3171717171717172,SBS,1,"(5,)",3
5,0.8652777777777778,SFS,4,"(0, 1, 4, 5)",7
6,0.9244444444444444,SBS,3,"(0, 3, 5)",1
7,0.8607323232323232,SBS,4,"(1, 2, 4, 5)",9
8,0.8698989898989898,SBS,3,"(2, 4, 5)",9
9,0.8439096850861556,SFS,6,"(0, 1, 2, 4, 5, 6)",8
10,0.3712121212121212,SFS,1,"(5,)",5
11,0.8536363636363635,SBS,3,"(4, 5, 6)",8
12,0.8516239316239316,SBS,4,"(3, 4, 5, 7)",6
13,0.888008658008658,SFS,3,"(4, 5, 6)",4
14,0.9469696969696969,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",2
15,0.8723737373737375,SFS,2,"(3, 5)",2
16,0.3359477124183007,SFS,1,"(5,)",4
17,0.8723737373737375,SFS,2,"(3, 5)",2
18,0.9469696969696969,SFS,6,"(0, 2, 3, 5, 6, 7)",2
19,0.7838461538461539,SBS,2,"(3, 5)",1
20,0.4766666666666667,SFS,1,"(2,)",8
