loop,f1_score_5,SFS,num selected features,feature idx,n_neighbors
1,0.9737486095661847,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",5
2,0.9737486095661847,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",3
3,0.9737486095661847,SFS,4,"(0, 1, 2, 3)",8
4,0.9737486095661847,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",6
5,0.93493379475137,SFS,6,"(0, 1, 2, 3, 4, 5)",1
6,0.9737486095661847,SFS,2,"(0, 3)",4
7,0.9737486095661847,SFS,2,"(0, 3)",3
8,0.9737486095661847,SFS,5,"(0, 1, 2, 3, 4)",7
9,0.9673118279569893,SFS,2,"(0, 3)",9
10,0.9737486095661847,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",8
11,0.9737486095661847,SFS,2,"(0, 3)",6
12,0.9737486095661847,SFS,4,"(0, 1, 2, 3)",4
13,0.9737486095661847,SFS,5,"(0, 1, 2, 3, 4)",3
14,0.9737486095661847,SFS,3,"(0, 1, 3)",7
15,0.9673118279569893,SFS,6,"(0, 1, 2, 3, 5, 6)",9
16,0.928055487873063,SFS,2,"(1, 4)",1
17,0.9737486095661847,SFS,3,"(0, 1, 3)",4
18,0.695388272284824,SFS,1,"(0,)",8
19,0.9737486095661847,SFS,6,"(0, 1, 2, 3, 4, 5)",5
20,0.6882539682539683,SFS,1,"(0,)",7
