loop,recall_11,SFS,num selected features,feature idx,n_neighbors
1,0.8571428571428573,SFS,3,"(0, 1, 6)",5
2,0.6,SFS,1,"(6,)",5
3,0.7714285714285715,SFS,5,"(1, 2, 3, 4, 6)",2
4,0.8714285714285716,SFS,6,"(0, 1, 2, 3, 4, 6)",3
5,0.7714285714285715,SFS,4,"(1, 2, 3, 6)",6
6,0.35714285714285715,SFS,1,"(2,)",2
7,0.6428571428571428,SFS,2,"(1, 6)",6
8,0.7714285714285715,SFS,4,"(0, 2, 3, 6)",8
9,0.7285714285714286,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",2
10,0.8571428571428573,SFS,3,"(0, 1, 6)",5
11,0.6857142857142857,SFS,2,"(2, 6)",4
12,0.7142857142857142,SFS,2,"(2, 6)",7
13,0.7714285714285714,SFS,2,"(1, 2)",1
14,0.7714285714285714,SFS,6,"(0, 1, 2, 3, 4, 6)",6
15,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",5
16,0.6,SFS,1,"(6,)",4
17,0.8571428571428571,SFS,3,"(1, 2, 6)",1
18,0.7857142857142858,SFS,2,"(2, 6)",3
19,0.7714285714285716,SFS,3,"(2, 3, 6)",2
20,0.8571428571428571,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",3
