loop,f1_score_10,SFS,num selected features,feature idx,n_neighbors
1,0.547057385714373,SFS,2,"(3, 6)",7
2,0.5307276886587232,SFS,4,"(1, 4, 5, 6)",1
3,0.6053220532590847,SFS,4,"(0, 1, 4, 6)",3
4,0.6000308676830416,SFS,5,"(1, 2, 3, 4, 6)",5
5,0.575935736677116,SFS,2,"(1, 6)",3
6,0.3471368760064412,SFS,1,"(1,)",4
7,0.6053220532590847,SFS,4,"(0, 1, 4, 6)",3
8,0.5307276886587232,SFS,4,"(1, 4, 5, 6)",1
9,0.5658119658119658,SFS,6,"(0, 1, 2, 3, 4, 6)",9
10,0.5658119658119658,SFS,6,"(0, 1, 2, 3, 4, 6)",9
11,0.6251303628582731,SFS,3,"(2, 3, 6)",8
12,0.5974025974025973,SFS,2,"(1, 6)",1
13,0.6000308676830416,SFS,4,"(2, 3, 4, 6)",5
14,0.6147667147667149,SFS,5,"(0, 1, 3, 4, 6)",7
15,0.6177381394772699,SFS,3,"(3, 4, 6)",7
16,0.5482121948363678,SFS,2,"(3, 6)",5
17,0.3855072463768116,SFS,1,"(3,)",5
18,0.6094214191605496,SFS,3,"(2, 3, 6)",6
19,0.6362876254180602,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",3
20,0.6235431235431235,SFS,6,"(0, 1, 2, 3, 4, 6)",3
