loop,recall_11,SFS,num selected features,feature idx,n_neighbors
1,0.6857142857142857,SBS,7,"(0, 1, 2, 3, 4, 6, 7)",2
2,0.7142857142857143,SBS,7,"(0, 1, 2, 3, 4, 6, 7)",4
3,0.6,SFS,1,"(6,)",3
4,0.6857142857142857,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",2
5,0.6857142857142857,SFS,4,"(1, 2, 3, 6)",2
6,0.7857142857142858,SFS,4,"(0, 1, 2, 6)",4
7,0.7857142857142858,SBS,3,"(0, 3, 4)",9
8,0.7714285714285716,SBS,5,"(0, 1, 2, 3, 6)",4
9,0.7571428571428572,SBS,3,"(0, 4, 5)",8
10,0.8571428571428573,SFS,5,"(0, 2, 3, 4, 6)",3
11,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",3
12,0.7714285714285715,SBS,4,"(0, 3, 5, 7)",6
13,0.7285714285714285,SBS,4,"(0, 2, 3, 4)",2
14,0.7142857142857143,SBS,2,"(0, 1)",4
15,0.21428571428571427,SBS,1,"(0,)",8
16,0.8285714285714286,SFS,3,"(1, 2, 6)",5
17,0.7,SFS,5,"(0, 1, 2, 3, 6)",2
18,0.6857142857142857,SFS,4,"(1, 2, 3, 6)",2
19,0.7714285714285716,SBS,5,"(0, 1, 2, 3, 6)",4
20,0.8285714285714285,SBS,5,"(0, 2, 3, 5, 7)",3
