loop,precision_12,SFS,num selected features,feature idx,n_neighbors
1,1.0,SFS,4,"(1, 2, 3, 6)",7
2,0.9733333333333334,SFS,6,"(0, 1, 2, 3, 5, 6)",5
3,0.9600000000000002,SBS,6,"(0, 1, 2, 3, 6, 7)",8
4,0.7746464646464647,SBS,1,"(0,)",2
5,0.9733333333333334,SFS,6,"(0, 1, 2, 3, 5, 6)",6
6,0.9733333333333334,SBS,5,"(0, 1, 2, 3, 6)",7
7,1.0,SFS,4,"(0, 1, 2, 3)",1
8,0.9483333333333335,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",8
9,1.0,SFS,4,"(0, 1, 2, 3)",2
10,1.0,SFS,5,"(0, 1, 2, 3, 6)",4
11,1.0,SFS,3,"(2, 3, 6)",7
12,0.5615079365079365,SFS,1,"(0,)",1
13,1.0,SBS,2,"(0, 3)",2
14,1.0,SBS,4,"(0, 1, 2, 3)",1
15,0.6865546218487395,SBS,1,"(6,)",3
16,0.6823665223665223,SFS,1,"(0,)",6
17,1.0,SBS,4,"(0, 1, 3, 6)",6
18,0.9866666666666667,SBS,6,"(1, 2, 3, 4, 6, 7)",3
19,0.9600000000000002,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",6
20,1.0,SFS,6,"(0, 1, 2, 3, 5, 6)",1
