loop,f1_score_16,SFS,num selected features,feature idx,n_neighbors
1,0.8002424242424242,SFS,3,"(1, 2, 5)",2
2,0.823076923076923,SFS,5,"(1, 3, 4, 5, 6)",7
3,0.9395421947146085,SFS,2,"(1, 5)",3
4,0.9045702423513517,SFS,3,"(1, 2, 5)",1
5,0.9131851851851852,SFS,2,"(1, 5)",6
6,0.7570345596432553,SFS,4,"(1, 3, 5, 7)",9
7,0.7703662263662263,SFS,6,"(1, 2, 3, 4, 5, 7)",9
8,0.7703662263662263,SFS,6,"(1, 2, 3, 4, 5, 7)",9
9,0.7474285714285714,SFS,5,"(1, 2, 3, 5, 7)",9
10,0.8792820512820512,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",2
11,0.8785641025641026,SFS,6,"(1, 2, 3, 4, 5, 7)",3
12,0.9033406032026722,SFS,5,"(1, 2, 3, 4, 5)",1
13,0.8792820512820512,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",2
14,0.8792820512820512,SFS,7,"(1, 2, 3, 4, 5, 6, 7)",2
15,0.9045702423513517,SFS,3,"(1, 2, 5)",1
16,0.8532926332926334,SFS,5,"(1, 3, 4, 5, 7)",4
17,0.76,SFS,3,"(1, 3, 5)",6
18,0.5988184955141478,SFS,1,"(5,)",3
19,0.7766666666666666,SFS,4,"(1, 3, 4, 5)",6
20,0.5813769882735399,SFS,1,"(5,)",8
