loop,precision_4,SFS,num selected features,feature idx,n_neighbors
1,0.8130952380952381,SFS,5,"(0, 2, 4, 6, 7)",3
2,0.6754437229437229,SFS,1,"(0,)",8
3,0.7988279857397504,SFS,4,"(0, 3, 4, 7)",9
4,0.8596078431372549,SFS,2,"(0, 4)",7
5,0.8196198830409356,SFS,4,"(0, 2, 4, 6)",8
6,0.9073684210526316,SFS,3,"(0, 4, 5)",5
7,0.8515350877192983,SFS,4,"(0, 2, 4, 6)",4
8,0.66,SFS,1,"(0,)",6
9,0.6612075643654591,SFS,1,"(0,)",3
10,0.7860683760683761,SFS,5,"(0, 2, 4, 6, 7)",4
11,0.7554824561403508,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",9
12,0.6907846539425486,SFS,1,"(0,)",1
13,0.7349732620320856,SFS,6,"(0, 2, 3, 4, 6, 7)",8
14,0.8052932576539387,SFS,6,"(0, 2, 3, 4, 5, 7)",7
15,0.8055555555555556,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",2
16,0.785407636738906,SFS,5,"(0, 2, 3, 4, 7)",9
17,0.7603174603174603,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",4
18,0.8618253968253968,SFS,2,"(0, 4)",8
19,0.7968381180223285,SFS,6,"(0, 2, 4, 5, 6, 7)",5
20,0.7624598930481283,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",5
