loop,precision_11,SFS,num selected features,feature idx,n_neighbors
1,0.7984523809523809,SFS,5,"(0, 1, 2, 4, 7)",1
2,0.9133333333333333,SFS,3,"(1, 2, 6)",2
3,0.7614255189255189,SFS,3,"(2, 4, 7)",1
4,0.7945135746606334,SFS,6,"(1, 2, 3, 4, 5, 7)",3
5,0.7203907203907203,SFS,2,"(0, 4)",7
6,0.7637337662337662,SFS,2,"(1, 2)",4
7,0.734992784992785,SFS,2,"(0, 4)",9
8,0.788578431372549,SFS,3,"(0, 4, 5)",7
9,0.7958333333333334,SFS,5,"(0, 1, 3, 4, 5)",7
10,0.7106873518638224,SFS,2,"(0, 4)",8
11,0.26336898395721925,SFS,1,"(2,)",2
12,0.8296947496947498,SFS,4,"(1, 2, 3, 4)",3
13,0.24606060606060604,SFS,1,"(4,)",6
14,0.7543498168498168,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",8
15,0.7984523809523809,SFS,5,"(0, 1, 2, 4, 7)",1
16,0.7358585858585859,SFS,2,"(0, 4)",5
17,0.7984523809523809,SFS,5,"(0, 1, 2, 4, 7)",1
18,0.7836507936507936,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",5
19,0.7614255189255189,SFS,3,"(2, 4, 7)",1
20,0.7801546003016592,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",3
