loop,precision_17,SFS,num selected features,feature idx,n_neighbors
1,0.9600000000000002,SFS,5,"(0, 3, 4, 5, 7)",8
2,0.9866666666666667,SFS,4,"(1, 4, 5, 7)",2
3,0.9600000000000002,SFS,5,"(0, 3, 4, 5, 7)",8
4,0.9600000000000002,SFS,5,"(0, 3, 4, 5, 7)",8
5,0.9723809523809525,SFS,6,"(0, 1, 3, 4, 5, 7)",3
6,0.8373737373737373,SFS,1,"(7,)",2
7,0.9600000000000002,SFS,4,"(0, 3, 4, 7)",6
8,0.8342307692307692,SFS,1,"(7,)",8
9,0.9492307692307692,SFS,5,"(0, 3, 5, 6, 7)",9
10,0.9733333333333334,SFS,2,"(5, 7)",1
11,0.9600000000000002,SFS,5,"(0, 3, 4, 5, 7)",7
12,0.9600000000000002,SFS,2,"(4, 7)",4
13,0.8342307692307692,SFS,1,"(7,)",8
14,0.9733333333333334,SFS,5,"(1, 2, 4, 5, 7)",4
15,0.9492307692307692,SFS,5,"(0, 3, 5, 6, 7)",9
16,0.9857142857142858,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",2
17,0.9866666666666667,SFS,6,"(0, 1, 2, 4, 5, 7)",2
18,0.8342307692307692,SFS,1,"(7,)",8
19,0.9866666666666667,SFS,6,"(0, 1, 2, 4, 5, 7)",2
20,0.8642957042957043,SFS,1,"(7,)",3
