loop,precision_10,SFS,num selected features,feature idx,n_neighbors
1,0.76,SFS,2,"(4, 7)",6
2,0.6355555555555555,SFS,2,"(2, 3)",2
3,0.6834615384615385,SFS,2,"(0, 7)",1
4,0.76,SFS,2,"(4, 7)",6
5,0.777142857142857,SFS,5,"(1, 2, 3, 4, 5)",9
6,0.8344017094017093,SFS,4,"(0, 1, 2, 3)",5
7,0.7233333333333334,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
8,0.7155011655011656,SFS,3,"(2, 3, 5)",2
9,0.7957142857142857,SFS,4,"(1, 4, 5, 7)",6
10,0.7594444444444444,SFS,4,"(1, 2, 5, 7)",3
11,0.7255411255411255,SFS,5,"(0, 1, 2, 3, 5)",2
12,0.7742857142857142,SFS,2,"(3, 4)",9
13,0.8180525030525031,SFS,2,"(0, 3)",5
14,0.7594444444444444,SFS,4,"(1, 2, 5, 7)",3
15,0.7233333333333334,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",4
16,0.8344017094017093,SFS,3,"(0, 2, 3)",5
17,0.7998268398268398,SFS,5,"(0, 1, 2, 5, 7)",3
18,0.27620553359683797,SFS,1,"(7,)",1
19,0.7255411255411255,SFS,5,"(0, 1, 2, 3, 5)",2
20,0.8075396825396824,SFS,2,"(0, 7)",4
