loop,precision_1,SFS,num selected features,feature idx,n_neighbors
1,0.9857142857142858,SFS,6,"(0, 1, 2, 3, 4, 5)",6
2,0.9464285714285714,SFS,5,"(0, 1, 2, 3, 7)",4
3,0.9714285714285713,SFS,3,"(1, 3, 6)",3
4,1.0,SBS,4,"(0, 1, 2, 3)",8
5,0.9714285714285713,SFS,6,"(0, 1, 2, 3, 4, 6)",3
6,1.0,SFS,3,"(0, 3, 6)",9
7,0.28664717348927876,SBS,1,"(0,)",3
8,0.9857142857142858,SBS,2,"(2, 3)",5
9,0.4032183908045977,SFS,1,"(1,)",3
10,1.0,SFS,6,"(0, 1, 2, 3, 5, 6)",9
11,0.9857142857142858,SFS,4,"(1, 2, 3, 6)",5
12,0.9857142857142858,SFS,3,"(1, 3, 6)",5
13,0.831296992481203,SBS,7,"(0, 1, 2, 3, 4, 5, 6)",2
14,0.96,SFS,3,"(4, 6, 7)",8
15,0.9733333333333334,SBS,3,"(0, 2, 3)",5
16,0.5180652680652681,SFS,1,"(6,)",5
17,0.49793650793650795,SBS,1,"(0,)",7
18,0.4032183908045977,SFS,1,"(1,)",3
19,0.9361344537815125,SFS,2,"(0, 7)",4
20,0.4671399594320487,SBS,1,"(3,)",2
