"['loop', 'SFS', 'num selected features', 'feature idx', 'n_neighbors', 'accuracy']"
1,SFS,2,"(2, 3)",[5],0.9800000000000001
2,FSBS,2,"(2, 3)",[1],0.96
3,SFS,2,"(2, 3)",[9],0.9666666666666668
4,FSBS,1,"(3,)",[6],0.96
5,SBS,1,"(3,)",[4],0.96
6,FSFS,1,"(3,)",[9],0.96
7,FSBS,1,"(3,)",[6],0.96
8,FSBS,1,"(3,)",[4],0.9533333333333334
9,FSBS,1,"(3,)",[2],0.8866666666666667
10,SFS,1,"(3,)",[1],0.96
