loop,precision_9,SFS,num selected features,feature idx,n_neighbors
1,0.7334795321637426,SFS,3,"(0, 1, 6)",4
2,0.8137409700722393,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",2
3,0.7464450127877237,SFS,5,"(0, 1, 4, 5, 6)",8
4,0.8322222222222223,SFS,6,"(0, 1, 2, 4, 5, 6)",2
5,0.50647848883143,SFS,1,"(6,)",2
6,0.8219281045751634,SFS,5,"(0, 1, 4, 5, 6)",3
7,0.7604801005070221,SFS,5,"(0, 1, 4, 5, 6)",7
8,0.7604801005070221,SFS,4,"(0, 4, 5, 6)",7
9,0.7562121212121211,SFS,3,"(4, 5, 6)",7
10,0.7465187478500172,SFS,2,"(1, 6)",4
11,0.7757026143790849,SFS,2,"(1, 6)",2
12,0.7414450127877238,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",6
13,0.8825396825396826,SFS,5,"(1, 3, 4, 5, 6)",1
14,0.7757026143790849,SFS,2,"(1, 6)",2
15,0.8844444444444445,SFS,3,"(4, 5, 6)",1
16,0.6976513213981244,SFS,2,"(4, 6)",7
17,0.738939393939394,SFS,4,"(1, 4, 5, 6)",8
18,0.7506785243741765,SFS,4,"(1, 4, 5, 6)",6
19,0.8117171717171716,SFS,3,"(4, 5, 6)",3
20,0.50647848883143,SFS,1,"(6,)",2
