loop,recall_11,SFS,num selected features,feature idx,n_neighbors
1,0.7714285714285715,SFS,3,"(1, 2, 6)",7
2,0.7714285714285716,SFS,6,"(0, 1, 2, 3, 4, 6)",2
3,0.4,SFS,1,"(6,)",9
4,0.7714285714285714,SFS,6,"(0, 1, 2, 3, 4, 6)",4
5,0.8142857142857143,SFS,5,"(0, 1, 2, 3, 6)",1
6,0.8714285714285713,SFS,6,"(0, 1, 2, 3, 4, 6)",1
7,0.6,SFS,2,"(2, 6)",6
8,0.7714285714285715,SFS,3,"(1, 2, 6)",9
9,0.7714285714285715,SFS,3,"(1, 2, 6)",9
10,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",7
11,0.8142857142857143,SFS,6,"(0, 1, 2, 3, 4, 6)",9
12,0.7714285714285715,SFS,3,"(1, 2, 6)",9
13,0.7714285714285714,SFS,3,"(0, 2, 4)",2
14,0.7142857142857142,SFS,2,"(2, 6)",7
15,0.7714285714285715,SFS,3,"(1, 2, 6)",7
16,0.7857142857142858,SFS,6,"(0, 1, 2, 3, 4, 6)",6
17,0.7714285714285716,SFS,5,"(0, 1, 2, 3, 4)",2
18,0.6142857142857142,SFS,2,"(2, 6)",4
19,0.8285714285714286,SFS,3,"(2, 3, 6)",5
20,0.6,SFS,1,"(6,)",7
